 -0.890366 -2.952947  0.000000  0.000000  0.000000  0.739709
 -0.886963 -2.208917  0.000000  0.000000  0.000000  0.656139
 -0.862615 -1.539845  0.000000  0.000000  0.000000  0.580818
 -0.844507 -1.229194  0.000000  0.000000  0.000000  0.542543
 -0.833797 -1.015145  0.000000  0.000000  0.000000  0.543043
 -0.817952 -0.782770  0.000000  0.000000  0.000000  0.539900
 -0.793878 -0.176020  0.000000  0.000000  0.000000  0.493977
 -0.743599  0.612175  0.000000  0.000000  0.000000  0.395690
 -0.676723  1.522404  0.000000  0.000000  0.000000  0.286251
 -0.606809  2.528623  0.000000  0.000000  0.000000  0.171551
 -0.878692 -2.925720  0.000000  0.000000  0.000000  0.722315
 -0.882205 -2.182687  0.000000  0.000000  0.000000  0.639438
 -0.850349 -1.486030  0.000000  0.000000  0.000000  0.564021
 -0.841845 -1.200029  0.000000  0.000000  0.000000  0.533390
 -0.828664 -0.993296  0.000000  0.000000  0.000000  0.535205
 -0.815155 -0.757751  0.000000  0.000000  0.000000  0.531875
 -0.799531 -0.148451  0.000000  0.000000  0.000000  0.486178
 -0.740468  0.622136  0.000000  0.000000  0.000000  0.390917
 -0.665101  1.518126  0.000000  0.000000  0.000000  0.283611
 -0.596800  2.517380  0.000000  0.000000  0.000000  0.170717
 -0.939888 -2.843271  0.000000  0.000000  0.000000  0.733044
 -0.939986 -2.147006  0.000000  0.000000  0.000000  0.662123
 -0.926834 -1.489338  0.000000  0.000000  0.000000  0.588172
 -0.922067 -1.188963  0.000000  0.000000  0.000000  0.556434
 -0.925409 -0.997202  0.000000  0.000000  0.000000  0.571647
 -0.919740 -0.720827  0.000000  0.000000  0.000000  0.557151
 -0.896247 -0.107434  0.000000  0.000000  0.000000  0.523471
 -0.831809  0.745508  0.000000  0.000000  0.000000  0.424390
 -0.749655  1.669246  0.000000  0.000000  0.000000  0.326526
 -0.665962  2.708536  0.000000  0.000000  0.000000  0.206250
 -0.965880 -2.852398  0.000000  0.000000  0.000000  0.734666
 -0.954917 -2.112264  0.000000  0.000000  0.000000  0.653414
 -0.925006 -1.428487  0.000000  0.000000  0.000000  0.562735
 -0.912570 -1.141377  0.000000  0.000000  0.000000  0.535817
 -0.889410 -0.932737  0.000000  0.000000  0.000000  0.539813
 -0.870563 -0.641029  0.000000  0.000000  0.000000  0.521782
 -0.841774  0.013016  0.000000  0.000000  0.000000  0.474135
 -0.782004  0.830493  0.000000  0.000000  0.000000  0.391749
 -0.697261  1.749885  0.000000  0.000000  0.000000  0.302651
 -0.644905  2.712366  0.000000  0.000000  0.000000  0.218699
 -1.101467 -3.120660  0.000000  0.000000  0.000000  0.841823
 -1.073354 -2.320113  0.000000  0.000000  0.000000  0.742880
 -1.049149 -1.594286  0.000000  0.000000  0.000000  0.643417
 -1.030419 -1.315288  0.000000  0.000000  0.000000  0.617152
 -1.005517 -1.030409  0.000000  0.000000  0.000000  0.593171
 -0.982931 -0.709991  0.000000  0.000000  0.000000  0.562233
 -0.935377  0.091712  0.000000  0.000000  0.000000  0.456051
 -0.879359  0.963787  0.000000  0.000000  0.000000  0.360422
 -0.841755  1.908678  0.000000  0.000000  0.000000  0.282339
 -0.799692  2.945091  0.000000  0.000000  0.000000  0.205002
 -1.383366 -3.308310  0.000000  0.000000  0.000000  0.874440
