 -1.119166   -3.852523    0.000000    0.000000    0.000000    0.745060
 -1.114756   -2.671654    0.000000    0.000000    0.000000    0.664850
 -1.083566   -1.639646    0.000000    0.000000    0.000000    0.577950
 -1.064936   -1.211495    0.000000    0.000000    0.000000    0.546640
 -1.058016   -0.842628    0.000000    0.000000    0.000000    0.544580
 -1.041586   -0.430530    0.000000    0.000000    0.000000    0.540410
 -1.023106    0.609316    0.000000    0.000000    0.000000    0.494160
 -0.975256    1.857463    0.000000    0.000000    0.000000    0.400080
 -0.906746    3.263982    0.000000    0.000000    0.000000    0.285980
 -0.836366    4.811712    0.000000    0.000000    0.000000    0.168430
 -1.105139   -3.823303    0.000000    0.000000    0.000000    0.734990
 -1.102019   -2.644904    0.000000    0.000000    0.000000    0.656140
 -1.070049   -1.598196    0.000000    0.000000    0.000000    0.565640
 -1.060679   -1.195685    0.000000    0.000000    0.000000    0.542810
 -1.049229   -0.826128    0.000000    0.000000    0.000000    0.538830
 -1.034139   -0.407820    0.000000    0.000000    0.000000    0.533170
 -1.023779    0.628526    0.000000    0.000000    0.000000    0.489900
 -0.968399    1.868783    0.000000    0.000000    0.000000    0.394170
 -0.895979    3.260282    0.000000    0.000000    0.000000    0.283710
 -0.829029    4.799332    0.000000    0.000000    0.000000    0.169780
 -1.107724   -3.851643    0.000000    0.000000    0.000000    0.743280
 -1.102214   -2.678961    0.000000    0.000000    0.000000    0.674040
 -1.089884   -1.652205    0.000000    0.000000    0.000000    0.593320
 -1.084824   -1.224444    0.000000    0.000000    0.000000    0.562750
 -1.086874   -0.901104    0.000000    0.000000    0.000000    0.576020
 -1.082354   -0.474402    0.000000    0.000000    0.000000    0.559210
 -1.061264    0.521436    0.000000    0.000000    0.000000    0.524600
 -1.000784    1.795447    0.000000    0.000000    0.000000    0.423820
 -0.927384    3.181649    0.000000    0.000000    0.000000    0.326080
 -0.844474    4.719297    0.000000    0.000000    0.000000    0.203090
 -1.168640   -3.819037    0.000000    0.000000    0.000000    0.736380
 -1.150640   -2.608811    0.000000    0.000000    0.000000    0.652190
 -1.120910   -1.584377    0.000000    0.000000    0.000000    0.564640
 -1.108340   -1.147531    0.000000    0.000000    0.000000    0.534640
 -1.084580   -0.802751    0.000000    0.000000    0.000000    0.539110
 -1.065380   -0.365519    0.000000    0.000000    0.000000    0.520680
 -1.039780    0.669772    0.000000    0.000000    0.000000    0.470780
 -0.986890    1.929113    0.000000    0.000000    0.000000    0.389130
 -0.902650    3.337681    0.000000    0.000000    0.000000    0.303250
 -0.851960    4.885657    0.000000    0.000000    0.000000    0.215980
 -1.304868   -4.073063    0.000000    0.000000    0.000000    0.818420
 -1.281038   -2.797701    0.000000    0.000000    0.000000    0.722990
 -1.252608   -1.736901    0.000000    0.000000    0.000000    0.629230
 -1.234288   -1.299787    0.000000    0.000000    0.000000    0.603050
 -1.209608   -0.867348    0.000000    0.000000    0.000000    0.576180
 -1.189498   -0.417871    0.000000    0.000000    0.000000    0.546980
