 23.000000 -0.589270 13.708170 26.229160 32.251260  0.910665  1.679094  0.106600 -5.441534
 25.000000 -3.042630 14.343940 24.589240 32.500000  0.536234  1.953823  1.258162 -5.692898
 -4.000000 44.828350 49.003500 36.398700 34.950930-10.035600-10.113900 -5.260129 -7.162227
 -2.000000 43.409930 45.334940 39.192420 37.927760 -8.889660 -8.752030 -6.384162 -7.117566
  0.000000 41.522390 41.535200 41.470780 41.457200 -7.648300 -7.671920 -7.499390 -7.661589
  2.000000 39.282080 37.961740 43.256670 45.265200 -6.542240 -7.129130 -8.647253 -8.770799
  4.000000 36.515100 34.948940 44.552250 49.008790 -5.420000 -7.143110 -9.726293-10.129332
  6.000000 33.246810 32.537280 45.856220 52.527730 -4.188220 -7.597690-10.841924-11.218041
  8.000000 29.841710 30.606200 47.255260 56.073680 -2.974960 -8.241360-12.012534-12.001589
 10.000000 26.422750 29.120090 48.664140 59.739490 -1.879550 -8.700630-13.143918-12.436530
 12.000000 22.947160 28.124880 49.741900 63.394670 -0.874670 -9.014910-14.042110-12.681333
 16.000000 15.457320 27.475040 49.910280 70.289580  0.409036 -9.307880-14.571991-12.926392
 18.000000 11.283870 27.720540 48.815440 73.098910  0.835854 -9.154690-14.144976-13.150626
 20.000000  6.833833 28.279700 47.008990 75.170930  1.140935 -8.654040-13.391118-13.799275
 23.000000 -0.362630 28.818940 43.364470 77.876820  1.445246 -6.742070-11.905891-15.326864
 25.000000 -5.367770 28.331620 40.334060 77.403240  1.525494 -4.692930-10.866760-17.938110
 -4.000000  9.249510  9.763411  8.361264  8.234569 -0.439020 -0.832630  0.738113  0.433695
 -2.000000  9.016498  9.332520  8.646399  8.485355 -0.234960 -0.469340  0.383758  0.287467
  0.000000  8.802990  8.878556  8.875115  8.910497  0.003034 -0.094660  0.005615  0.013249
  2.000000  8.608645  8.471978  9.063676  9.346369  0.375474  0.185167 -0.265340 -0.365045
  4.000000  8.342352  8.215434  9.229645  9.660926  0.701748  0.355240 -0.491450 -0.755169
  6.000000  7.846375  8.039116  9.389565 10.067140  1.001402  0.498002 -0.755620 -1.099848
  8.000000  7.196038  7.920676  9.575363 10.621620  1.248429  0.619192 -1.041610 -1.381590
 10.000000  6.550982  7.721491  9.790329 11.075800  1.412448  0.744171 -1.279140 -1.563860
 12.000000  5.917800  7.410117 10.067080 11.384130  1.486817  0.878860 -1.454260 -1.690806
 16.000000  4.659043  6.909347 10.727320 11.445410  1.401293  1.058460 -1.543790 -1.838150
 18.000000  3.988742  6.805408 11.002170 11.346830  1.278430  1.063602 -1.419160 -1.837759
 20.000000  3.270646  6.799343 11.145710 11.573020  1.131551  1.061729 -1.160690 -1.895322
 23.000000  2.119887  6.902851 10.995860 12.087700  0.880981  1.040991 -0.487900 -2.043143
 25.000000  1.278045  6.989252 10.675390 12.505390  0.718762  0.995349  0.140255 -2.171701
 -4.000000 17.610910 18.842350 16.966610 16.414320 -1.912870 -2.303140  0.452924 -0.041585
 -2.000000 17.371790 18.100660 17.435220 16.918080 -1.485330 -1.979140 -0.385930 -0.539199
  0.000000 17.367410 17.458280 17.598270 17.602630 -0.973850 -1.290170 -0.979750 -1.088932
  2.000000 17.281520 16.890980 17.658770 18.282070 -0.381700 -0.772030 -1.565780 -1.807612
  4.000000 17.079010 16.394240 17.630280 18.850710  0.281552 -0.316670 -2.022210 -2.447936
  6.000000 16.302150 16.104510 17.808450 19.646020  1.114818  0.197242 -2.444600 -2.957286
  8.000000 15.126840 15.993970 18.188870 20.663830  1.795319  0.540033 -2.850740 -3.445642
 10.000000 13.831150 15.832730 18.654510 21.706480  2.405452  0.866803 -3.211330 -3.883308
 12.000000 12.514380 15.346770 19.233380 22.150480  2.834125  1.414346 -3.511620 -4.096486
 16.000000  9.896317 14.291000 20.420870 22.423170  2.822382  1.809569 -3.682650 -4.170153
 18.000000  8.464293 14.056660 20.676310 22.795030  2.619605  1.842803 -3.442060 -4.223855
 20.000000  6.933456 13.954320 20.618590 23.233970  2.349172  1.829612 -2.992730 -4.247081
 23.000000  4.491530 13.943620 19.883090 24.164530  1.878145  1.707920 -2.020710 -4.513211
 25.000000  2.719121 13.932740 18.995990 24.838430  1.583911  1.540109 -1.212360 -4.739688
 -4.000000 23.072700 25.155670 23.366340 22.122970 -3.069240 -4.077200 -0.573090 -1.304470
 -2.000000 23.092360 24.171740 23.595350 22.745060 -2.570720 -3.284560 -1.262010 -1.667155
  0.000000 23.399130 23.430450 23.697410 23.675140 -1.936020 -2.402340 -1.879990 -2.293921
  2.000000 23.558280 22.533020 23.564200 24.498630 -1.336590 -1.860850 -2.635330 -3.222706
  4.000000 23.446070 21.925770 23.408810 25.347710 -0.574320 -1.379610 -3.184950 -3.993390
  6.000000 22.665240 21.813660 23.736270 26.266710  0.830276 -0.678220 -3.681750 -4.681176
  8.000000 21.242890 22.188400 24.428890 27.340930  2.148158  0.779419 -4.232950 -5.263246
 10.000000 19.911920 22.420620 25.191340 28.413730  4.186961  2.376602 -4.751250 -5.758480
 12.000000 17.907820 21.503100 25.874020 29.476170  4.203038  2.336994 -5.148970 -6.185227
 16.000000 13.948730 19.888790 26.977990 30.476060  3.773530  2.260742 -5.266020 -6.433408
 18.000000 11.836760 19.414680 27.025430 30.939220  3.471383  2.253187 -4.857640 -6.477281
 20.000000  9.648972 19.077050 26.634010 31.656980  3.124927  2.241778 -4.199530 -6.544678
 23.000000  6.197752 18.736140 25.201350 32.775960  2.567054  2.125143 -2.936160 -6.759577
 25.000000  3.759840 18.514090 23.670500 33.626710  2.186364  1.941564 -2.036030 -7.023518
 -4.000000 55.614110 59.504380 48.533330 46.461990-14.449200-14.197500 -9.877085-11.607304
 -2.000000 54.425170 56.449330 51.006770 49.454270-13.281800-13.186800-11.112604-11.704726
  0.000000 52.977600 52.987720 52.904290 52.853740-12.160600-12.275700-12.236052-12.272557
  2.000000 51.066200 49.501770 54.315620 56.275760-11.050000-11.684900-13.320132-13.167797
  4.000000 48.554970 46.438430 55.416180 59.472900 -9.830070-11.590100-14.440575-14.266522
  6.000000 45.392410 43.911120 56.499540 62.320890 -8.290330-11.982700-15.679634-15.054526
  8.000000 41.981680 41.913760 57.871900 65.036540 -6.613630-12.552300-17.093729-15.382171
 10.000000 38.596180 40.414810 59.141880 67.769570 -5.005340-12.914000-18.383525-15.712179
 12.000000 35.219800 39.380130 60.062690 70.348910 -3.547790-13.030600-19.382394-16.170946
 16.000000 28.124770 38.461000 59.744660 73.169680 -1.145900-12.670000-19.518706-18.150946
 18.000000 24.135620 38.568650 58.319920 75.228370 -0.083970-12.288900-18.701565-18.852614
 20.000000 19.820160 38.856650 56.113380 76.910610  0.942078-11.589600-17.575349-20.230499
 23.000000 12.798350 38.967820 51.928150 79.052250  2.209567 -9.543880-15.620018-21.197755
 25.000000  7.825803 37.848190 48.637250 78.870470  2.839428 -6.826120-14.312990-21.819577
 -4.000000  8.721043  9.623125  9.189633  8.852202 -1.455800 -1.585690 -0.650360 -0.898226
 -2.000000  8.766854  9.126971  9.188458  8.945702 -1.300850 -1.384100 -0.887320 -1.059841
  0.000000  8.948206  8.888810  8.971981  9.077736 -1.140060 -1.209050 -1.126130 -1.253623
  2.000000  9.247491  8.692563  8.778157  9.369438 -0.892440 -1.050260 -1.295700 -1.452954
  4.000000  9.306557  8.660856  8.716066  9.530761 -0.642610 -0.897610 -1.440520 -1.635246
  6.000000  9.138531  8.662269  8.766846  9.773283 -0.263790 -0.809480 -1.587800 -1.815195
  8.000000  8.957491  8.724702  8.908261 10.262120  0.335918 -0.656060 -1.741220 -2.007783
 10.000000  8.661878  8.845155  9.129206 10.688860  0.901660 -0.292690 -1.903330 -2.180297
 12.000000  8.196648  8.932119  9.511534 11.040650  1.179463  0.242824 -2.060570 -2.314027
 16.000000  7.033928  8.626817 10.085280 11.511310  1.432179  0.642815 -2.146130 -2.393096
