  -0.43310  -1.12827   0.51143   0.00210   0.21688   0.08100
  -0.43548  -0.62012   0.48874   0.00086   0.20594   0.03156
  -0.44435   0.00771   0.45341   0.00010   0.19312  -0.01959
  -0.45350   0.61222   0.48639  -0.00104   0.20501  -0.06748
  -0.44410   1.36733   0.52398  -0.00203   0.22117  -0.14121
  -0.43520   2.28243   0.58198  -0.00349   0.24098  -0.24103
  -0.40700   3.29215   0.62188  -0.00396   0.25691  -0.35809
  -0.34204   4.77802   0.66382  -0.00316   0.27254  -0.52434
  -0.29933   5.60395   0.69917  -0.00328   0.28571  -0.62080
  -0.26344   6.33369   0.70524  -0.00293   0.28924  -0.70230
  -0.42581  -1.13147   0.53383   0.00166   0.22008   0.08380
  -0.41895  -0.60784   0.49119   0.00061   0.20367   0.03245
  -0.42227   0.01320   0.46767  -0.00051   0.19401  -0.01870
  -0.43772   0.60858   0.49527  -0.00124   0.20546  -0.06609
  -0.42897   1.37004   0.55035  -0.00216   0.22472  -0.14071
  -0.41957   2.26365   0.59929  -0.00350   0.24228  -0.23905
  -0.39907   3.29773   0.65058  -0.00459   0.26038  -0.35755
  -0.33388   4.77894   0.71276  -0.00343   0.27965  -0.52233
  -0.29585   5.57804   0.72277  -0.00323   0.28651  -0.61325
  -0.26021   6.36655   0.73243  -0.00303   0.29318  -0.69850
  -0.41975  -1.12626   0.53566   0.00159   0.21928   0.08403
  -0.42555  -0.62661   0.50204   0.00054   0.20740   0.03441
  -0.42145   0.01144   0.46901  -0.00066   0.19431  -0.01834
  -0.42997   0.61814   0.50336  -0.00176   0.20533  -0.06713
  -0.42540   1.35781   0.56157  -0.00232   0.22514  -0.14041
  -0.41630   2.26669   0.60896  -0.00370   0.24389  -0.24014
  -0.39412   3.28875   0.65498  -0.00464   0.25985  -0.35749
  -0.32898   4.75107   0.70200  -0.00358   0.27877  -0.51900
  -0.29309   5.58841   0.71894  -0.00303   0.28664  -0.61500
  -0.25925   6.37068   0.73309  -0.00261   0.29246  -0.69778
  -0.42225  -1.09630   0.51628  -0.00132   0.20171   0.09183
  -0.40602  -0.61039   0.52957   0.00447   0.19761   0.04355
  -0.41146   0.01910   0.47421   0.00127   0.18028  -0.00111
  -0.41827   0.63770   0.48266  -0.00407   0.18567  -0.04844
  -0.42423   1.43750   0.55177  -0.00037   0.20796  -0.12548
  -0.41785   2.39120   0.62913   0.00089   0.22974  -0.22338
  -0.40910   3.42912   0.66572  -0.00036   0.24202  -0.33604
  -0.38866   5.00177   0.66035   0.00054   0.25601  -0.51128
  -0.36655   5.77112   0.65504  -0.00089   0.25549  -0.59750
  -0.33683   6.57759   0.63875   0.00237   0.25520  -0.67914
  -0.46522  -1.17672   0.46165   0.00006   0.20389   0.09357
  -0.46463  -0.67961   0.44522   0.00109   0.19154   0.04491
  -0.45992   0.00916   0.40012   0.00097   0.18580  -0.00455
  -0.47147   0.65425   0.46103   0.00121   0.19740  -0.05496
  -0.47545   1.45917   0.52471  -0.00489   0.21540  -0.13352
  -0.48926   2.42560   0.55269  -0.00372   0.23793  -0.23525
  -0.48954   3.48509   0.59684  -0.00382   0.25747  -0.34936
  -0.47019   5.06901   0.62258  -0.00491   0.26413  -0.52718
  -0.45929   5.91754   0.62037  -0.00613   0.27070  -0.61507
  -0.43986   6.67206   0.59547  -0.00499   0.26331  -0.67929
  -0.58066  -1.22164   0.55524   0.00263   0.23926   0.09960
  -0.57212  -0.67062   0.53148   0.00596   0.22530   0.04615
  -0.56984  -0.01540   0.49064   0.00328   0.20974  -0.00472
  -0.57664   0.65496   0.51946   0.00108   0.22486  -0.05900
  -0.58044   1.47974   0.54880  -0.00081   0.24231  -0.14286
  -0.60190   2.45123   0.60350   0.00102   0.26619  -0.24576
  -0.61827   3.57273   0.66552   0.00028   0.28997  -0.36502
  -0.62740   5.15170   0.77053  -0.00204   0.29524  -0.52998
  -0.62117   5.98149   0.69690   0.00109   0.29552  -0.60202
  -0.61116   6.83540   0.45495   0.00535   0.27394  -0.67162
  -0.89393  -1.27715   0.57590   0.00251   0.25425   0.09951
  -0.88773  -0.71468   0.56014   0.00205   0.24351   0.04698
  -0.88385   0.00162   0.52475   0.00232   0.22920  -0.00754
  -0.90078   0.70382   0.55507   0.00067   0.24264  -0.06387
  -0.91780   1.58441   0.58821   0.00040   0.26090  -0.15396
  -0.93426   2.61076   0.63187   0.00101   0.28459  -0.26629
  -0.94297   3.78786   0.66738  -0.00149   0.30433  -0.40577
  -0.92885   5.50598   0.68967  -0.00219   0.30343  -0.60187
  -0.90932   6.36687   0.66284  -0.00109   0.29451  -0.67290
  -0.88049   7.21641   0.64621  -0.00050   0.28042  -0.71893
  -0.41096  -1.23476  -0.60537   0.00144   0.09379   0.09128
  -0.41044  -0.73396  -0.47521   0.00042   0.11507   0.04535
  -0.41928  -0.02443  -0.37774  -0.00022   0.13236  -0.01229
  -0.43687   0.67486  -0.42951  -0.00055   0.12439  -0.06953
  -0.42198   1.46816  -0.62261  -0.00080   0.09437  -0.14542
  -0.38781   2.33273  -0.79304  -0.00091   0.06293  -0.24249
