  -0.52045  -1.17059  -0.01620   0.05561  -0.00433   0.09573
  -0.52317  -0.63395  -0.01058   0.05375  -0.00209   0.03893
  -0.52390   0.02912  -0.00865   0.05211   0.00093  -0.02349
  -0.53650   0.65580   0.00877   0.05393   0.00555  -0.08271
  -0.52718   1.40893   0.00604   0.05625   0.00668  -0.16149
  -0.51439   2.32677   0.01086   0.05870   0.00588  -0.26209
  -0.49604   3.34951   0.01155   0.06187   0.00651  -0.37506
  -0.43139   4.79361   0.03235   0.06401   0.01434  -0.52755
  -0.38408   5.60905   0.05513   0.06389   0.01700  -0.61898
  -0.35058   6.32181   0.07262   0.06235   0.01888  -0.69429
  -0.51531  -1.14496  -0.01995   0.05499  -0.00530   0.09516
  -0.52484  -0.63908  -0.00990   0.05377  -0.00295   0.04139
  -0.53025   0.01175  -0.00548   0.05190   0.00016  -0.02031
  -0.54099   0.64852   0.00582   0.05425   0.00527  -0.08040
  -0.52569   1.42185   0.00309   0.05672   0.00736  -0.16159
  -0.51509   2.33951   0.01378   0.05932   0.00649  -0.26301
  -0.49092   3.33776   0.01890   0.06135   0.00645  -0.37292
  -0.42733   4.78959   0.05311   0.06362   0.01617  -0.52460
  -0.39410   5.58574   0.04713   0.06354   0.01444  -0.61183
  -0.35954   6.33804   0.05513   0.06212   0.01519  -0.68792
  -0.51394  -1.16080  -0.01782   0.05555  -0.00519   0.09688
  -0.51810  -0.64781  -0.01717   0.05385  -0.00397   0.04225
  -0.51705   0.01416  -0.00215   0.05174  -0.00033  -0.02051
  -0.52737   0.64501   0.00450   0.05388   0.00385  -0.08009
  -0.51323   1.39946   0.01007   0.05614   0.00666  -0.15982
  -0.50420   2.32650   0.01087   0.05895   0.00483  -0.26192
  -0.48492   3.33247   0.02913   0.06102   0.00632  -0.37307
  -0.42235   4.79684   0.04670   0.06369   0.01440  -0.52558
  -0.38776   5.58867   0.03262   0.06396   0.01078  -0.61152
  -0.35500   6.34779   0.04532   0.06233   0.01134  -0.68801
  -0.50521  -1.15453  -0.01018   0.05486  -0.01578   0.10259
  -0.49582  -0.65934   0.03107   0.05682  -0.01250   0.05338
  -0.50091   0.03150   0.00436   0.04524  -0.00187  -0.00725
  -0.51571   0.67058  -0.01473   0.04917  -0.00774  -0.06474
  -0.51738   1.46364   0.05022   0.05654  -0.00347  -0.14665
  -0.52894   2.42899   0.01651   0.05455  -0.01249  -0.24464
  -0.51946   3.43616   0.00030   0.05857  -0.01392  -0.36058
