 2.1500   9559.9335938     0.1506480 -1.0854442 0.0000000     140.3953355 76.1668118  -693.6226661  0.0000000 -0.9887842 -27.1922816  -1.0066841   1.0223915   0.2197429 -0.0775341  0.0076086  0.0000000 124.9643808 -79.8365278 0.0211680 -0.0126749 -0.0372135 -0.2668997 -0.1092590 0.0010629 0.0005767 -0.0002262 -0.0052515
 2.2000   10005.2109375     0.1536823 -1.1407403 0.0000000     147.4778744 83.9902752  -727.5889491  0.0000000 -1.0190865 -28.2304596  -1.0072361   1.0233434   0.2264491 -0.0757522  0.0073720  0.0000000 127.8444008 -83.9742468 0.0034445 -0.0125613 -0.0373648 -0.2660496 -0.1099228 0.0010658 0.0006070 -0.0002016 -0.0052581
 2.2500   10460.3281250     0.1567719 -1.1966512 0.0000000     154.4637660 92.1928899  -762.5455382  0.0000000 -1.0495476 -29.1165502  -1.0077907   1.0240470   0.2332327 -0.0740484  0.0071578  0.0000000 130.7227626 -88.2510261 -0.0123539 -0.0123802 -0.0375238 -0.2648903 -0.1105877 0.0010666 0.0006366 -0.0001780 -0.0052656
 2.3000   10925.2802734     0.1598722 -1.2531997 0.0000000     161.8251406 100.7864260  -798.5089065  0.0000000 -1.0801730 -29.9805240  -1.0083466   1.0250933   0.2400614 -0.0724181  0.0069605  0.0000000 133.5996003 -92.6701497 -0.0255885 -0.0121935 -0.0376902 -0.2637307 -0.1112386 0.0010688 0.0006657 -0.0001553 -0.0052739
 2.3500   11399.8144531     0.1635585 -1.3158099 0.0000000     171.5267462 110.7365587  -835.4724929  0.0000000 -1.1121802 -31.1903549  -1.0090101   1.0273838   0.2481721 -0.0708504  0.0067715  0.0000000 136.4735580 -97.2633826 -0.0234736 -0.0121460 -0.0378757 -0.2629930 -0.1124379 0.0010846 0.0007002 -0.0001303 -0.0052830
 2.4000   11883.7255859     0.1696969 -1.3986376 0.0000000     189.8442445 121.4813179  -876.5896479  0.0000000 -1.1487623 -34.6060750  -1.0100920   1.0384404   0.2562469 -0.0693195  0.0066029  0.0000000 139.3437076 -102.5062350 -0.0150615 -0.0129151 -0.0382556 -0.2659953 -0.1135665 0.0011504 0.0007361 -0.0001381 -0.0053118
 2.4500   12376.8046875     0.1770923 -1.4905266 0.0000000     213.5161724 133.3239840  -919.6494515  0.0000000 -1.1873911 -39.1963905  -1.0113975   1.0536687   0.2647453 -0.0678348  0.0064725  0.0000000 142.2091045 -108.0693930 -0.0179543 -0.0140321 -0.0386882 -0.2705165 -0.1148289 0.0012410 0.0007749 -0.0001545 -0.0053453
 2.5000   12878.7705078     0.1835238 -1.5729957 0.0000000     238.9135715 144.4870485  -963.0467955  0.0000000 -1.2238815 -43.6635347  -1.0125382   1.0679712   0.2731935 -0.0664199  0.0063771  0.0000000 145.0684521 -113.6445947 -0.0281311 -0.0150078 -0.0390612 -0.2743066 -0.1160164 0.0013332 0.0008062 -0.0001685 -0.0053739
 2.5500   13389.6591797     0.1878032 -1.6364474 0.0000000     263.2454640 153.6897725  -1006.1086185  0.0000000 -1.2560693 -47.2192238  -1.0132810   1.0786771   0.2810517 -0.0650861  0.0063029  0.0000000 147.9221730 -119.0811652 -0.0359751 -0.0155958 -0.0393307 -0.2763076 -0.1169086 0.0014114 0.0008240 -0.0001768 -0.0053944
 2.6000   13909.7275391     0.1900044 -1.6818789 0.0000000     285.0254894 160.8732335  -1048.8795639  0.0000000 -1.2841911 -49.7252375  -1.0136274   1.0856423   0.2881198 -0.0638291  0.0062371  0.0000000 150.7719859 -124.3800641 -0.0359439 -0.0157944 -0.0395072 -0.2765748 -0.1174401 0.0014696 0.0008295 -0.0001794 -0.0054079
 2.6500   14439.2441406     0.1908848 -1.7159137 0.0000000     304.2001100 166.7246668  -1091.8035657  0.0000000 -1.3097537 -51.5147268  -1.0137197   1.0903351   0.2945773 -0.0626352  0.0061730  0.0000000 153.6196498 -129.6310998 -0.0285178 -0.0157477 -0.0396273 -0.2758033 -0.1177029 0.0015094 0.0008272 -0.0001784 -0.0054173
 2.7000   14978.3769531     0.1912427 -1.7453363 0.0000000     321.6456933 172.0389145  -1135.3510297  0.0000000 -1.3342966 -53.0479224  -1.0137112   1.0945130   0.3007524 -0.0614915  0.0061103  0.0000000 156.4662055 -134.9338908 -0.0175379 -0.0156178 -0.0397257 -0.2747474 -0.1178403 0.0015369 0.0008220 -0.0001757 -0.0054250
 2.7500   15527.1513672     0.1915563 -1.7740623 0.0000000     337.3605778 177.3063049  -1179.7990393  0.0000000 -1.3587057 -54.7584895  -1.0136916   1.1000645   0.3068968 -0.0603894  0.0060509  0.0000000 159.3119238 -140.3488188 -0.0068619 -0.0155368 -0.0398215 -0.2741548 -0.1179562 0.0015534 0.0008164 -0.0001729 -0.0054326
 2.8000   16085.5224609     0.1919407 -1.8028139 0.0000000     351.7859488 182.6195259  -1225.2013427  0.0000000 -1.3831432 -56.7148301  -1.0136799   1.1071719   0.3131055 -0.0593256  0.0059970  0.0000000 162.1566314 -145.8878654 0.0014243 -0.0155184 -0.0399181 -0.2740732 -0.1180876 0.0015620 0.0008109 -0.0001700 -0.0054402
 2.8500   16653.4218750     0.1922930 -1.8304157 0.0000000     366.1018498 187.8067910  -1271.4741189  0.0000000 -1.4073420 -58.6107695  -1.0136538   1.1141846   0.3193558 -0.0582992  0.0059492  0.0000000 165.0000768 -151.5318690 0.0070385 -0.0154755 -0.0400102 -0.2738680 -0.1182254 0.0015685 0.0008046 -0.0001667 -0.0054475
 2.9000   17230.7988281     0.1924699 -1.8554056 0.0000000     379.7679560 192.6373244  -1318.5106259  0.0000000 -1.4309707 -60.3000092  -1.0135852   1.1206413   0.3255852 -0.0573100  0.0059071  0.0000000 167.8421470 -157.2554757 0.0106570 -0.0153732 -0.0400917 -0.2733828 -0.1183468 0.0015709 0.0007969 -0.0001625 -0.0054541
 2.9500   17817.6660156     0.1923980 -1.8769999 0.0000000     392.4049323 196.9718744  -1366.2599588  0.0000000 -1.4568158 -61.7014937  -1.0134608   1.1263334   0.3317509 -0.0563570  0.0058696  0.0000000 170.6829001 -163.0449508 0.0130772 -0.0151978 -0.0401600 -0.2725614 -0.1184370 0.0015681 0.0007871 -0.0001570 -0.0054599
 3.0000   18414.0175781     0.1920941 -1.8952391 0.0000000     403.9617225 200.8041949  -1414.7376697  0.0000000 -1.4933271 -62.8194122  -1.0132859   1.1313266   0.3378477 -0.0554380  0.0058352  0.0000000 173.5224830 -168.9019396 0.0147922 -0.0149577 -0.0402167 -0.2714483 -0.1184960 0.0015604 0.0007757 -0.0001504 -0.0054649
 3.0500   19019.8710938     0.1916272 -1.9111344 0.0000000     414.6397070 204.2171470  -1464.0030652  0.0000000 -1.5296777 -63.7109260  -1.0130757   1.1358359   0.3438978 -0.0545507  0.0058031  0.0000000 176.3610331 -174.8383641 0.0159770 -0.0146727 -0.0402654 -0.2701356 -0.1185328 0.0015491 0.0007629 -0.0001428 -0.0054694
 3.1000   19635.2246094     0.1910669 -1.9254686 0.0000000     424.7096433 207.3080172  -1514.1181344  0.0000000 -1.5660257 -64.4387343  -1.0128455   1.1400712   0.3499295 -0.0536927  0.0057723  0.0000000 179.1986290 -180.8673742 0.0166538 -0.0143614 -0.0403097 -0.2687079 -0.1185581 0.0015354 0.0007494 -0.0001346 -0.0054737
 3.1500   20260.0546875     0.1904541 -1.9387303 0.0000000     434.3666630 210.1365763  -1565.1230762  0.0000000 -1.6024697 -65.0403977  -1.0126044   1.1441512   0.3559612 -0.0528623  0.0057425  0.0000000 182.0352947 -186.9974682 0.0168550 -0.0140349 -0.0403517 -0.2672132 -0.1185786 0.0015203 0.0007355 -0.0001259 -0.0054779
 3.2000   20894.3632813     0.1897993 -1.9510953 0.0000000     443.6892875 212.7161898  -1617.0370421  0.0000000 -1.6390405 -65.5246540  -1.0123553   1.1481041   0.3619998 -0.0520580  0.0057131  0.0000000 184.8710318 -193.2320081 0.0166982 -0.0136970 -0.0403923 -0.2656665 -0.1185969 0.0015042 0.0007211 -0.0001167 -0.0054821
 3.2500   21538.1191406     0.1890977 -1.9625785 0.0000000     452.6809927 215.0347842  -1669.8648909  0.0000000 -1.6757292 -65.8855185  -1.0120982   1.1519159   0.3680444 -0.0512787  0.0056837  0.0000000 187.7058454 -199.5712247 0.0163639 -0.0133479 -0.0404315 -0.2640686 -0.1186127 0.0014873 0.0007065 -0.0001071 -0.0054863
 3.3000   22191.3339844     0.1883455 -1.9732097 0.0000000     461.3386253 217.0826347  -1723.6158205  0.0000000 -1.7125335 -66.1190473  -1.0118335   1.1555828   0.3740949 -0.0505233  0.0056539  0.0000000 190.5397517 -206.0159771 0.0160258 -0.0129883 -0.0404695 -0.2624226 -0.1186259 0.0014696 0.0006915 -0.0000971 -0.0054905
 3.3500   22853.9707031     0.1875470 -1.9830941 0.0000000     469.6888418 218.8644408  -1778.3018170  0.0000000 -1.7494683 -66.2304791  -1.0115629   1.1591261   0.3801536 -0.0497906  0.0056235  0.0000000 193.3727704 -212.5683210 0.0157917 -0.0126208 -0.0405068 -0.2607398 -0.1186377 0.0014513 0.0006763 -0.0000867 -0.0054947
 3.4000   23526.0136719     0.1867113 -1.9923871 0.0000000     477.7849612 220.3956097  -1833.9407168  0.0000000 -1.7865651 -66.2313509  -1.0112888   1.1625838   0.3862260 -0.0490797  0.0055922  0.0000000 196.2049124 -219.2316297 0.0156886 -0.0122486 -0.0405439 -0.2590355 -0.1186496 0.0014326 0.0006608 -0.0000760 -0.0054990
 3.4500   24207.4433594     0.1858463 -2.0012214 0.0000000     485.6783873 221.6895838  -1890.5486811  0.0000000 -1.8238514 -66.1318189  -1.0110134   1.1659863   0.3923174 -0.0483894  0.0055599  0.0000000 199.0361733 -226.0089814 0.0156890 -0.0118744 -0.0405814 -0.2573219 -0.1186633 0.0014138 0.0006453 -0.0000649 -0.0055034
 3.5000   24855.3457031     0.1849553 -2.0091713 0.0000000     492.5485503 222.6312935  -1944.6027442  0.0000000 -1.8591324 -65.9281377  -1.0107462   1.1693168   0.3981181 -0.0477683  0.0055288  0.0000000 201.6577284 -232.4836145 0.0157375 -0.0115181 -0.0406164 -0.2556761 -0.1186683 0.0013950 0.0006305 -0.0000543 -0.0055075
 3.5500   25035.8535156     0.1839841 -2.0029721 0.0000000     489.5187206 221.2715362  -1959.2332866  0.0000000 -1.8666585 -64.9568762  -1.0105437   0.9608748   0.3993000 -0.0475937  0.0055156  0.0000000 202.4343454 -234.1562278 0.0145089 -0.0112629 -0.0406005 -0.2545844 -0.1185658 0.0013759 0.0006219 -0.0000482 -0.0055070
 3.6000   25217.0058594     0.1827912 -1.9950242 0.0000000     488.8971102 218.0732411  -1973.8797881  0.0000000 -1.8737369 -63.9668266  -1.0103072   0.9603633   0.4005140 -0.0474304  0.0055008  0.0000000 203.1762831 -235.7766292 0.0119612 -0.0110080 -0.0405747 -0.2535184 -0.1184530 0.0013638 0.0006083 -0.0000519 -0.0055064
 3.6500   25398.8710938     0.1813228 -1.9843938 0.0000000     487.5480100 214.0554276  -1988.3774292  0.0000000 -1.8800753 -62.6829908  -1.0100286   0.9591319   0.4016426 -0.0472705  0.0054831  0.0000000 203.9185609 -237.3409455 0.0098790 -0.0107064 -0.0405383 -0.2522470 -0.1183154 0.0013499 0.0005927 -0.0000563 -0.0055052
 3.7000   25581.4492188     0.1796828 -1.9724550 0.0000000     483.6536747 210.7777771  -2001.3724859  0.0000000 -1.8860464 -61.2638089  -1.0097293   0.9577754   0.4024776 -0.0471131  0.0054620  0.0000000 204.6612240 -238.8442687 0.0092352 -0.0103859 -0.0404908 -0.2509473 -0.1180923 0.0013291 0.0005792 -0.0000563 -0.0054997
 3.7500   25764.6894531     0.1780358 -1.9612081 0.0000000     479.2632857 207.9554378  -2014.0841568  0.0000000 -1.8922018 -59.8966072  -1.0094404   0.9566614   0.4032626 -0.0469567  0.0054374  0.0000000 205.4040125 -240.3553244 0.0096976 -0.0100787 -0.0404441 -0.2497273 -0.1178559 0.0013072 0.0005672 -0.0000549 -0.0054934
