 5.0500    -0.3659208 0.4226462 -0.2260367  -0.0000095 -0.0001188 0.0000119  2.3631633 30669.7734375   0.4824674 1.1401493 -0.2738453  1.1604542 0.4991948 -0.4840188  -1.1903793 -2.5180174   -1.8483424 1.8300121 3.1350070
 5.1000    -0.3662429 0.4177145 -0.2185240  -0.0000073 -0.0000888 -0.0000176  2.3551210 30865.2285156   0.4815834 1.1341873 -0.2648149  1.1622473 0.4991121 -0.4845075  -1.1939834 -2.5462578   -1.8681742 1.8487647 3.1414704
 5.1500    -0.3665669 0.4128846 -0.2108949  -0.0000046 -0.0000627 -0.0000323  2.3471165 31061.0136719   0.4807366 1.1283448 -0.2556380  1.1641331 0.4990747 -0.4850652  -1.1977003 -2.5746286   -1.8880086 1.8671467 3.1477210
 5.2000    -0.3668934 0.4081257 -0.2032804  -0.0000020 -0.0000389 -0.0000418  2.3390900 31257.1328125   0.4799217 1.1225801 -0.2464732  1.1660277 0.4990346 -0.4856378  -1.2014126 -2.6028734   -1.9078551 1.8853255 3.1539896
 5.2500    -0.3672228 0.4034153 -0.1958050  0.0000004 -0.0000190 -0.0000509  2.3309978 31453.5703125   0.4791354 1.1168636 -0.2374708  1.1678733 0.4989656 -0.4861898  -1.2050460 -2.6308055   -1.9276318 1.9033917 3.1603295
 5.3000    -0.3675566 0.3987224 -0.1885711  0.0000026 -0.0000034 -0.0000603  2.3227806 31650.3300781   0.4783740 1.1111579 -0.2287543  1.1696212 0.4988483 -0.4866965  -1.2085382 -2.6581814   -1.9472042 1.9213308 3.1667018
 5.3500    -0.3678971 0.3940113 -0.1816553  0.0000044 0.0000082 -0.0000689  2.3143714 31847.4003906   0.4776331 1.1054204 -0.2204169  1.1712245 0.4986637 -0.4871376  -1.2118298 -2.6847405   -1.9664351 1.9390800 3.1730366
 5.4000    -0.3682457 0.3892491 -0.1751116  0.0000060 0.0000164 -0.0000755  2.3057120 32044.7714844   0.4769077 1.0996118 -0.2125242  1.1726403 0.4983935 -0.4874952  -1.2148683 -2.7102653   -1.9852180 1.9565791 3.1792688
 5.4500    -0.3686036 0.3844119 -0.1689747  0.0000071 0.0000218 -0.0000796  2.2967622 32242.4511719   0.4761937 1.0937038 -0.2051188  1.1738340 0.4980222 -0.4877548  -1.2176128 -2.7346093   -2.0034870 1.9737891 3.1853539
 5.5000    -0.3689714 0.3794861 -0.1632635  0.0000079 0.0000250 -0.0000815  2.2875017 32440.4257813   0.4754882 1.0876800 -0.1982240  1.1747822 0.4975388 -0.4879067  -1.2200369 -2.7576946   -2.0212127 1.9906914 3.1912689
 5.5500    -0.3693492 0.3744672 -0.1579831  0.0000084 0.0000265 -0.0000814  2.2779264 32638.6777344   0.4747894 1.0815354 -0.1918466  1.1754734 0.4969374 -0.4879459  -1.2221284 -2.7794972   -2.0383911 2.0072801 3.1970060
 5.6000    -0.3697372 0.3693573 -0.1531279  0.0000086 0.0000266 -0.0000799  2.2680445 32837.2265625   0.4740969 1.0752730 -0.1859804  1.1759058 0.4962167 -0.4878723  -1.2238872 -2.8000318   -2.0550352 2.0235554 3.2025677
 5.6500    -0.3701352 0.3641636 -0.1486833  0.0000086 0.0000256 -0.0000773  2.2578727 33036.0429688   0.4734112 1.0689022 -0.1806081  1.1760860 0.4953793 -0.4876891  -1.2253227 -2.8193412   -2.0711680 2.0395215 3.2079620
 5.7000    -0.3705432 0.3588967 -0.1446283  0.0000084 0.0000240 -0.0000739  2.2474342 33235.1406250   0.4727333 1.0624370 -0.1757050  1.1760271 0.4944307 -0.4874027  -1.2264518 -2.8374890   -2.0868196 2.0551858 3.2132011
 5.7500    -0.3709609 0.3535696 -0.1409379  0.0000081 0.0000218 -0.0000699  2.2367569 33434.5000000   0.4720648 1.0558941 -0.1712409  1.1757465 0.4933789 -0.4870212  -1.2272966 -2.8545539   -2.1020248 2.0705587 3.2183005
 5.8000    -0.3713879 0.3481971 -0.1375840  0.0000076 0.0000194 -0.0000655  2.2258717 33634.1289063   0.4714075 1.0492926 -0.1671824  1.1752653 0.4922334 -0.4865542  -1.2278831 -2.8706246   -2.1168211 2.0856536 3.2232785
 5.8500    -0.3718241 0.3427948 -0.1345375  0.0000071 0.0000169 -0.0000609  2.2148113 33834.0117188   0.4707636 1.0426525 -0.1634944  1.1746068 0.4910051 -0.4860122  -1.2282397 -2.8857952   -2.1312465 2.1004857 3.2281549
 5.9000    -0.3722689 0.3373784 -0.1317692  0.0000065 0.0000144 -0.0000564  2.2036092 34034.1445313   0.4701351 1.0359941 -0.1601419  1.1737953 0.4897052 -0.4854061  -1.2283959 -2.9001611   -2.1453388 2.1150712 3.2329506
 5.9500    -0.3727220 0.3319633 -0.1292505  0.0000060 0.0000119 -0.0000519  2.1922980 34234.5312500   0.4695242 1.0293370 -0.1570903  1.1728556 0.4883454 -0.4847467  -1.2283814 -2.9138156   -2.1591341 2.1294268 3.2376865
 6.0000    -0.3731785 0.3265557 -0.1269845  0.0000055 -0.0000012 -0.0000448  2.1809194 34422.1640625   0.4689265 1.0226909 -0.1543394  1.1765453 0.4886918 -0.4877444  -1.2330150 -2.9268250   -2.1731013 2.1431295 3.2418621
 6.0500    -0.3736018 0.3211540 -0.1249643  0.0000130 -0.0000466 -0.0000286  2.1696455 34622.7773438   0.4683050 1.0160558 -0.1518733  1.1926414 0.4934173 -0.5007279  -1.2504243 -2.9412322   -2.1895303 2.1541674 3.2428227
 6.1000    -0.3745042 0.3161454 -0.1228353  0.0000075 -0.0000425 -0.0000878  2.1563613 34823.5859375   0.4681588 1.0095196 -0.1492350  1.2088149 0.4978989 -0.5135717  -1.2673472 -2.9517193   -2.2053748 2.1664347 3.2482730
 6.1500    -0.3755165 0.3118464 -0.1207548  0.0000025 -0.0000550 -0.0003008  2.1422628 35024.4687500   0.4679404 1.0024514 -0.1464888  1.2244157 0.5019201 -0.5263278  -1.2836334 -2.9591229   -2.2196756 2.1763730 3.2516314
 6.2000    -0.3764917 0.3062996 -0.1184891  -0.0000008 -0.0000476 -0.0003402  2.1257097 35225.4531250   0.4674286 0.9936175 -0.1434936  1.2384174 0.5050399 -0.5388092  -1.2983401 -2.9592457   -2.2294467 2.1800720 3.2475693
 6.2500    -0.3774532 0.2995365 -0.1160683  -0.0000025 -0.0000312 -0.0002782  2.1065185 35426.5546875   0.4666303 0.9829653 -0.1402787  1.2503946 0.5069446 -0.5507759  -1.3110795 -2.9534113   -2.2358080 2.1790071 3.2368410
 6.3000    -0.3784216 0.2919712 -0.1135825  -0.0000028 -0.0000151 -0.0001915  2.0853546 35627.7851563   0.4656449 0.9710348 -0.1369616  1.2605775 0.5076445 -0.5622049  -1.3220897 -2.9442752   -2.2406275 2.1755380 3.2219389
 6.3500    -0.3794029 0.2840114 -0.1111206  -0.0000021 -0.0000031 -0.0001162  2.0630129 35829.1484375   0.4645719 0.9584178 -0.1336634  1.2694710 0.5073453 -0.5732261  -1.3318603 -2.9336749   -2.2450380 2.1711373 3.2048974
 6.4000    -0.3803950 0.2759513 -0.1087493  -0.0000010 0.0000046 -0.0000603  2.0401422 36030.6328125   0.4634832 0.9455717 -0.1304765  1.2775806 0.5062986 -0.5840066  -1.3408726 -2.9225425   -2.2494908 2.1664697 3.1869951
 6.4500    -0.3813934 0.2679815 -0.1065125  0.0000003 0.0000089 -0.0000207  2.0172100 36232.2421875   0.4624255 0.9328094 -0.1274616  1.2853101 0.5047281 -0.5946913  -1.3495073 -2.9113022   -2.2541036 2.1617895 3.1689861
 6.5000    -0.3823938 0.2602241 -0.1044345  0.0000014 0.0000109 0.0000075  1.9945450 36433.9531250   0.4614278 0.9203385 -0.1246528  1.2929548 0.5028111 -0.6053875  -1.3580428 -2.9001813   -2.2588980 2.1572036 3.1513375
 6.5500    -0.3833930 0.2527589 -0.1025258  0.0000022 0.0000114 0.0000280  1.9723842 36635.7734375   0.4605080 0.9082988 -0.1220648  1.3007265 0.5006854 -0.6161708  -1.3666807 -2.8893545   -2.2638951 2.1527831 3.1343650
 6.6000    -0.3843886 0.2456395 -0.1007860  0.0000027 0.0000110 0.0000433  1.9509023 36837.6835938   0.4596772 0.8967854 -0.1196983  1.3087789 0.4984590 -0.6270936  -1.3755694 -2.8789848   -2.2691350 2.1485921 3.1182965
 6.6500    -0.3853788 0.2389015 -0.0992078  0.0000030 0.0000099 0.0000545  1.9302297 37039.6718750   0.4589417 0.8858628 -0.1175448  1.3172245 0.4962190 -0.6381925  -1.3848196 -2.8692249   -2.2746686 2.1446896 3.1032978
 6.7000    -0.3863621 0.2325667 -0.0977788  0.0000031 0.0000085 0.0000624  1.9104605 37241.7343750   0.4583042 0.8755720 -0.1155891  1.3261452 0.4940362 -0.6494921  -1.3945138 -2.8602085   -2.2805468 2.1411263 3.0894859
 6.7500    -0.3873373 0.2266457 -0.0964843  0.0000031 0.0000070 0.0000676  1.8916588 37443.8515625   0.4577650 0.8659352 -0.1138128  1.3355986 0.4919679 -0.6610082  -1.4047108 -2.8520441   -2.2868123 2.1379422 3.0769362
 6.8000    -0.3883036 0.2211401 -0.0953079  0.0000029 0.0000054 0.0000705  1.8738612 37646.0351563   0.4573225 0.8569589 -0.1121961  1.3456214 0.4900594 -0.6727488  -1.4154499 -2.8448115   -2.2934966 2.1351662 3.0656889
 6.8500    -0.3892604 0.2160440 -0.0942338  0.0000027 0.0000039 0.0000714  1.8570810 37848.2539063   0.4569732 0.8486363 -0.1107188  1.3562327 0.4883451 -0.6847157  -1.4267524 -2.8385613   -2.3006181 2.1328152 3.0557527
 6.9000    -0.3902072 0.2113447 -0.0932465  0.0000025 0.0000025 0.0000706  1.8413100 38050.5039063   0.4567127 0.8409497 -0.1093617  1.3674355 0.4868487 -0.6969053  -1.4386237 -2.8333161   -2.3081831 2.1308958 3.0471099
 6.9500    -0.3911440 0.2070243 -0.0923320  0.0000022 0.0000013 0.0000683  1.8265220 38252.7851563   0.4565355 0.8338721 -0.1081069  1.3792190 0.4855844 -0.7093093  -1.4510555 -2.8290725   -2.3161858 2.1294038 3.0397194
 7.0000    -0.3920670 0.2030525 -0.0914933  0.0000020 -0.0000053 0.0000678  1.8126766 38448.4570313   0.4564304 0.8273608 -0.1069553  1.3915547 0.4845777 -0.7219089  -1.4640450 -2.8258861   -2.3243643 2.1284032 3.0332642
 7.0500    -0.3929572 0.1993967 -0.0907182  0.0000051 -0.0000272 0.0000747  1.7997858 38650.7187500   0.4563723 0.8213724 -0.1058895  1.4043763 0.4838298 -0.7347458  -1.4776911 -2.8247853   -2.3329395 2.1273615 3.0263817
 7.1000    -0.3938693 0.1961211 -0.0898065  0.0000025 -0.0000201 0.0000669  1.7877571 38852.9882813   0.4564217 0.8159712 -0.1046851  1.4178887 0.4833708 -0.7477181  -1.4917347 -2.8231548   -2.3419879 2.1275776 3.0231525
 7.1500    -0.3947709 0.1931562 -0.0888410  0.0000002 -0.0000115 0.0000582  1.7765740 39055.2617188   0.4565338 0.8110661 -0.1034326  1.4319248 0.4831703 -0.7608732  -1.5062923 -2.8225747   -2.3516003 2.1281725 3.0210614
 7.2000    -0.3956573 0.1904594 -0.0878640  -0.0000007 -0.0000063 0.0000503  1.7661560 39257.5195313   0.4566942 0.8065933 -0.1021790  1.4463925 0.4831939 -0.7741960  -1.5213247 -2.8232261   -2.3617362 2.1289445 3.0195260
 7.2500    -0.3965313 0.1879971 -0.0868936  -0.0000008 -0.0000036 0.0000427  1.7564083 39459.7578125   0.4568975 0.8024986 -0.1009435  1.4612277 0.4834092 -0.7876553  -1.5367533 -2.8248830   -2.3723032 2.1298934 3.0185306
 7.3000    -0.3973965 0.1857347 -0.0859396  -0.0000004 -0.0000019 0.0000348  1.7472308 39661.9765625   0.4571386 0.7987267 -0.0997364  1.4763670 0.4837824 -0.8012180  -1.5524944 -2.8272659   -2.3831816 2.1310353 3.0180985
 7.3500    -0.3982551 0.1836362 -0.0850106  -0.0000000 -0.0000006 0.0000270  1.7385221 39864.1679688   0.4574114 0.7952198 -0.0985658  1.4917403 0.4842741 -0.8148528  -1.5684653 -2.8301374   -2.3942563 2.1323552 3.0181787
 7.4000    -0.3991089 0.1816660 -0.0841141  0.0000003 0.0000006 0.0000196  1.7301840 40066.3320313   0.4577091 0.7919209 -0.0974390  1.5072732 0.4848403 -0.8285306  -1.5845863 -2.8333108   -2.4054355 2.1338105 3.0186648
 7.4500    -0.3999591 0.1797909 -0.0832566  0.0000006 0.0000015 0.0000128  1.7221256 40268.4531250   0.4580251 0.7887767 -0.0963619  1.5228922 0.4854353 -0.8422253  -1.6007831 -2.8366388   -2.4166510 2.1353456 3.0194305
 7.5000    -0.4008067 0.1779816 -0.0824426  0.0000007 0.0000023 0.0000069  1.7142657 40470.5273438   0.4583535 0.7857397 -0.0953386  1.5385292 0.4860147 -0.8559140  -1.6169880 -2.8400021   -2.4278534 2.1369038 3.0203526
 7.5500    -0.4016527 0.1762132 -0.0816748  0.0000008 0.0000028 0.0000020  1.7065348 40672.5390625   0.4586893 0.7827692 -0.0943712  1.5541239 0.4865381 -0.8695767  -1.6331420 -2.8433040   -2.4390058 2.1384345 3.0213220
 7.6000    -0.4024977 0.1744654 -0.0809544  0.0000008 0.0000031 -0.0000020  1.6988756 40874.4882813   0.4590282 0.7798318 -0.0934599  1.5696253 0.4869702 -0.8831968  -1.6491952 -2.8464672   -2.4500808 2.1398956 3.0222482
 7.6500    -0.4033424 0.1727223 -0.0802811  0.0000008 0.0000032 -0.0000049  1.6912431 41076.3671875   0.4593670 0.7769012 -0.0926038  1.5849925 0.4872822 -0.8967610  -1.6651078 -2.8494330   -2.4610587 2.1412552 3.0230604
 7.7000    -0.4041871 0.1709724 -0.0796534  0.0000008 0.0000032 -0.0000070  1.6836042 41278.1835938   0.4597032 0.7739583 -0.0918007  1.6001948 0.4874514 -0.9102594  -1.6808500 -2.8521602   -2.4719266 2.1424906 3.0237063
 7.7500    -0.4050321 0.1692082 -0.0790688  0.0000007 0.0000030 -0.0000082  1.6759371 41479.9062500   0.4600354 0.7709904 -0.0910472  1.6152109 0.4874623 -0.9236852  -1.6964013 -2.8546246   -2.4826776 2.1435878 3.0241514
 7.8000    -0.4058776 0.1674259 -0.0785241  0.0000007 0.0000026 -0.0000086  1.6682300 41681.5507813   0.4603626 0.7679908 -0.0903395  1.6300289 0.4873055 -0.9370346  -1.7117507 -2.8568171   -2.4933111 2.1445409 3.0243772
 7.8500    -0.4067235 0.1656246 -0.0780156  0.0000007 0.0000022 -0.0000083  1.6604800 41883.0976563   0.4606847 0.7649577 -0.0896729  1.6446452 0.4869779 -0.9503063  -1.7268950 -2.8587422   -2.5038308 2.1453504 3.0243793
 7.9000    -0.4075697 0.1638062 -0.0775388  0.0000006 0.0000017 -0.0000076  1.6526918 42084.5585938   0.4610018 0.7618938 -0.0890426  1.6590632 0.4864816 -0.9635014  -1.7418382 -2.8604160   -2.5142449 2.1460227 3.0241650
 7.9500    -0.4084161 0.1619746 -0.0770893  0.0000006 0.0000011 -0.0000064  1.6448759 42285.8984375   0.4613146 0.7588053 -0.0884435  1.6732925 0.4858236 -0.9766228  -1.7565905 -2.8618635   -2.5245643 2.1465683 3.0237514
 8.0000    -0.4092596 0.1601290 -0.0766722  0.0000005 -0.0000031 -0.0000027  1.6370457 42481.7617188   0.4616207 0.7556942 -0.0878808  1.6873443 0.4850317 -0.9896713  -1.7711805 -2.8631626   -2.5346105 2.1470431 3.0229632
 8.0500    -0.4100874 0.1582718 -0.0762786  0.0000024 -0.0000173 0.0000081  1.6292621 42682.8789063   0.4619096 0.7525718 -0.0873442  1.7012330 0.4841446 -1.0026968  -1.7857323 -2.8650343   -2.5444671 2.1471096 3.0209154
 8.1000    -0.4109323 0.1564855 -0.0757757  0.0000009 -0.0000136 0.0000081  1.6220960 42883.8789063   0.4622399 0.7497974 -0.0866964  1.7152969 0.4835560 -1.0139811  -1.8003707 -2.8662494   -2.5542511 2.1484855 3.0209231
 8.1500    -0.4117741 0.1547490 -0.0752148  -0.0000003 -0.0000086 0.0000072  1.6159476 43084.7578125   0.4625991 0.7475359 -0.0860014  1.7295636 0.4835373 -1.0222577  -1.8153860 -2.8680747   -2.5638452 2.1511505 3.0215492
 8.2000    -0.4126092 0.1530563 -0.0746271  -0.0000008 -0.0000055 0.0000070  1.6099097 43285.4843750   0.4629602 0.7453240 -0.0852773  1.7437700 0.4834898 -1.0304395  -1.8303791 -2.8702557   -2.5736078 2.1537737 3.0220057
 8.2500    -0.4134388 0.1514073 -0.0740277  -0.0000008 -0.0000039 0.0000068  1.6039812 43486.0859375   0.4633243 0.7431634 -0.0845416  1.7579205 0.4834171 -1.0385261  -1.8453440 -2.8727152   -2.5834998 2.1563894 3.0223638
 8.3000    -0.4142643 0.1498013 -0.0734254  -0.0000005 -0.0000029 0.0000064  1.5981575 43686.5429688   0.4636929 0.7410543 -0.0838042  1.7720204 0.4833229 -1.0465145  -1.8602716 -2.8753446   -2.5934712 2.1590452 3.0227271
 8.3500    -0.4150868 0.1482357 -0.0728264  -0.0000002 -0.0000022 0.0000058  1.5924318 43886.8515625   0.4640665 0.7389942 -0.0830722  1.7860696 0.4832087 -1.0543996  -1.8751528 -2.8780633   -2.6034775 2.1617669 3.0231480
 8.4000    -0.4159066 0.1467066 -0.0722361  0.0000000 -0.0000017 0.0000051  1.5867956 44086.9960938   0.4644447 0.7369789 -0.0823513  1.8000632 0.4830723 -1.0621737  -1.8899791 -2.8808206   -2.6134878 2.1645598 3.0236363
 8.4500    -0.4167241 0.1452097 -0.0716583  0.0000002 -0.0000013 0.0000044  1.5812403 44287.0000000   0.4648272 0.7350034 -0.0816461  1.8139934 0.4829095 -1.0698281  -1.9047416 -2.8835854   -2.6234837 2.1674180 3.0241808
 8.5000    -0.4175393 0.1437410 -0.0710958  0.0000003 -0.0000010 0.0000038  1.5757575 44486.8320313   0.4652131 0.7330630 -0.0809595  1.8278520 0.4827155 -1.0773544  -1.9194323 -2.8863384   -2.6334554 2.1703318 3.0247638
 8.5500    -0.4184969 0.1423181 -0.0705533  0.0000004 -0.0000015 -0.0000043  1.5698678 44686.4921875   0.4657708 0.7311986 -0.0802965  1.8406448 0.4827318 -1.0839722  -1.9330492 -2.8900759   -2.6437360 2.1742762 3.0265124
 8.6000    -0.4214496 0.1410569 -0.0700533  0.0000007 -0.0000088 -0.0000900  1.5572748 44885.5312500   0.4686435 0.7298067 -0.0796780  1.8394531 0.4860250 -1.0795224  -1.9325565 -2.9064906   -2.6577377 2.1909709 3.0429918
 8.6500    -0.4243796 0.1392772 -0.0695095  0.0000006 -0.0000099 -0.0001100  1.5438625 45083.5937500   0.4713996 0.7277762 -0.0790034  1.8372757 0.4887097 -1.0738669  -1.9311145 -2.9188176   -2.6689658 2.2049968 3.0557345
 8.7000    -0.4272965 0.1369470 -0.0689205  0.0000003 -0.0000074 -0.0000905  1.5295316 45280.7031250   0.4740324 0.7250476 -0.0782694  1.8337880 0.4905487 -1.0666238  -1.9284293 -2.9275178   -2.6779211 2.2169485 3.0649219
 8.7500    -0.4302027 0.1342195 -0.0683078  0.0000000 -0.0000042 -0.0000586  1.5145835 45476.8281250   0.4765692 0.7218039 -0.0775022  1.8291879 0.4916536 -1.0580867  -1.9246906 -2.9339271   -2.6855415 2.2277331 3.0716479
 8.8000    -0.4330949 0.1312727 -0.0676938  -0.0000001 -0.0000018 -0.0000274  1.4993895 45671.9843750   0.4790427 0.7182715 -0.0767302  1.8238821 0.4922875 -1.0487995  -1.9202769 -2.9391056   -2.6924597 2.2378937 3.0769167
 8.8500    -0.4359677 0.1282585 -0.0670944  -0.0000000 -0.0000004 -0.0000009  1.4842735 45866.1367188   0.4814807 0.7146491 -0.0759748  1.8182895 0.4927271 -1.0393038  -1.9155750 -2.9437532   -2.6990288 2.2476964 3.0814923
 8.9000    -0.4388159 0.1252964 -0.0665184  0.0000001 0.0000002 0.0000206  1.4694909 46059.3085938   0.4839056 0.7110948 -0.0752481  1.8127668 0.4932080 -1.0300493  -1.9109147 -2.9483475   -2.7054614 2.2572867 3.0859536
 8.9500    -0.4416355 0.1224780 -0.0659688  0.0000003 0.0000002 0.0000373  1.4552348 46251.4687500   0.4863338 0.7077299 -0.0745554  1.8075944 0.4939138 -1.0213806  -1.9065562 -2.9532456   -2.7119120 2.2667690 3.0907467
 9.0000    -0.4444215 0.1198655 -0.0654518  0.0000004 -0.0000029 0.0000517  1.4416407 46437.3437500   0.4887751 0.7046380 -0.0739046  1.8029803 0.4949881 -1.0135450  -1.9027027 -2.9587458   -2.7183333 2.2762478 3.0960301
 9.0500    -0.4471624 0.1175031 -0.0649584  0.0000016 -0.0000136 0.0000687  1.4288215 46627.5234375   0.4912288 0.7018783 -0.0732861  1.7990961 0.4965514 -1.0067705  -1.8995586 -2.9655052   -2.7247456 2.2855244 3.1013103
 9.1000    -0.4498810 0.1154926 -0.0643831  0.0000008 -0.0000114 0.0000722  1.4168883 46816.6796875   0.4937337 0.6995655 -0.0725844  1.7961480 0.4986803 -1.0012130  -1.8971944 -2.9727936   -2.7318254 2.2954264 3.1092071
 9.1500    -0.4525632 0.1138207 -0.0637615  0.0000001 -0.0000079 0.0000712  1.4058503 47004.8359375   0.4962749 0.6976881 -0.0718386  1.7941393 0.5013947 -0.9969101  -1.8956939 -2.9813553   -2.7394974 2.3055191 3.1184926
 9.2000    -0.4552073 0.1124680 -0.0631194  -0.0000002 -0.0000055 0.0000680  1.3956676 47191.9843750   0.4988471 0.6962248 -0.0710773  1.7930270 0.5046662 -0.9937940  -1.8950307 -2.9912619   -2.7476987 2.3157151 3.1288543
 9.2500    -0.4578156 0.1114099 -0.0624708  -0.0000002 -0.0000041 0.0000632  1.3862768 47378.1171875   0.5014472 0.6951446 -0.0703155  1.7927418 0.5084449 -0.9917548  -1.8951365 -3.0023646   -2.7563624 2.3260294 3.1402432
 9.3000    -0.4603907 0.1106144 -0.0618240  0.0000000 -0.0000031 0.0000570  1.3775982 47563.2382813   0.5040708 0.6944071 -0.0695616  1.7931920 0.5126668 -0.9906584  -1.8959218 -3.0144638   -2.7654077 2.3364773 3.1526056
 9.3500    -0.4629350 0.1100443 -0.0611852  0.0000002 -0.0000023 0.0000500  1.3695421 47747.3242188   0.5067123 0.6939638 -0.0688218  1.7942689 0.5172582 -0.9903557  -1.8972836 -3.0273588   -2.7747481 2.3470478 3.1658255
 9.4000    -0.4654509 0.1096591 -0.0605595  0.0000003 -0.0000015 0.0000426  1.3620148 47930.3945313   0.5093650 0.6937626 -0.0681009  1.7958541 0.5221401 -0.9906912  -1.8991115 -3.0408584   -2.7842991 2.3577076 3.1797404
 9.4500    -0.4679404 0.1094181 -0.0599515  0.0000004 -0.0000009 0.0000353  1.3549234 48112.4414063   0.5120220 0.6937506 -0.0674032  1.7978277 0.5272330 -0.9915119  -1.9012940 -3.0547813   -2.7939803 2.3684113 3.1941680
 9.5000    -0.4704052 0.1092823 -0.0593650  0.0000004 -0.0000003 0.0000284  1.3481805 48293.4531250   0.5146767 0.6938771 -0.0667318  1.8000743 0.5324617 -0.9926736  -1.9037237 -3.0689577   -2.8037172 2.3791098 3.2089266
 9.5500    -0.4728471 0.1092162 -0.0588024  0.0000004 0.0000001 0.0000221  1.3417072 48473.4375000   0.5173229 0.6940959 -0.0660891  1.8024885 0.5377579 -0.9940471  -1.9063022 -3.0832323   -2.8134410 2.3897554 3.2238469
 9.6000    -0.4752675 0.1091889 -0.0582657  0.0000004 0.0000005 0.0000168  1.3354353 48652.3710938   0.5199552 0.6943665 -0.0654765  1.8049779 0.5430625 -0.9955210  -1.9089434 -3.0974686   -2.8230906 2.4003055 3.2387800
 9.6500    -0.4776675 0.1091743 -0.0577556  0.0000004 0.0000007 0.0000124  1.3293079 48830.2617188   0.5225689 0.6946550 -0.0648942  1.8074651 0.5483264 -0.9970039  -1.9115748 -3.1115518   -2.8326140 2.4107236 3.2536005
 9.7000    -0.4800481 0.1091523 -0.0572720  0.0000004 0.0000007 0.0000091  1.3232807 49007.1367188   0.5251605 0.6949347 -0.0643418  1.8098894 0.5535117 -0.9984253  -1.9141394 -3.1253910   -2.8419698 2.4209807 3.2682091
 9.7500    -0.4824099 0.1091078 -0.0568139  0.0000004 0.0000007 0.0000067  1.3173206 49182.9062500   0.5277271 0.6951858 -0.0638178  1.8122059 0.5585907 -0.9997346  -1.9165951 -3.1389205   -2.8511271 2.4310547 3.2825315
 9.8000    -0.4847532 0.1090310 -0.0563797  0.0000003 0.0000005 0.0000052  1.3114059 49357.6523438   0.5302670 0.6953953 -0.0633204  1.8143855 0.5635458 -1.0008999  -1.9189146 -3.1520981   -2.8600663 2.4409318 3.2965187
 9.8500    -0.4870784 0.1089168 -0.0559670  0.0000003 0.0000003 0.0000045  1.3055244 49531.3320313   0.5327792 0.6955562 -0.0628467  1.8164129 0.5683685 -1.0019058  -1.9210836 -3.1649041   -2.8687781 2.4506048 3.3101445
 9.9000    -0.4893853 0.1087642 -0.0555733  0.0000003 -0.0000000 0.0000046  1.2996721 49703.8945313   0.5352632 0.6956667 -0.0623939  1.8182852 0.5730576 -1.0027513  -1.9230993 -3.1773404   -2.8772638 2.4600709 3.3233998
 9.9500    -0.4916739 0.1085754 -0.0551956  0.0000003 -0.0000004 0.0000052  1.2938518 49875.2968750   0.5377196 0.6957294 -0.0619586  1.8200095 0.5776186 -1.0034464  -1.9249685 -3.1894247   -2.8855324 2.4693324 3.3362920
 10.0000    -0.4939424 0.1083506 -0.0548360  0.0000003 -0.0000027 0.0000079  1.2880674 50040.7734375   0.5401469 0.6957456 -0.0615429  1.8216010 0.5820612 -1.0040098  -1.9267045 -3.2011843   -2.8934437 2.4784109 3.3486993
 10.0500    -0.4961830 0.1080947 -0.0544857  0.0000010 -0.0000106 0.0000168  1.2823440 50210.0312500   0.5425401 0.6957230 -0.0611369  1.8231222 0.5864209 -1.0045072  -1.9283564 -3.2129696   -2.9008810 2.4871023 3.3600469
 10.1000    -0.4984134 0.1078829 -0.0540645  0.0000004 -0.0000089 0.0000171  1.2767617 50378.2304688   0.5449279 0.6957431 -0.0606530  1.8246721 0.5907648 -1.0050611  -1.9300423 -3.2243265   -2.9085223 2.4961026 3.3724269
 10.1500    -0.5006232 0.1077032 -0.0535993  -0.0000002 -0.0000061 0.0000161  1.2713257 50545.3593750   0.5472995 0.6957959 -0.0601210  1.8262741 0.5951040 -1.0056877  -1.9317721 -3.2357732   -2.9162512 2.5050389 3.3848406
 10.2000    -0.5028105 0.1075472 -0.0531134  -0.0000003 -0.0000042 0.0000153  1.2660269 50711.4296875   0.5496520 0.6958743 -0.0595664  1.8279178 0.5994312 -1.0063711  -1.9335313 -3.2473585   -2.9239917 2.5138284 3.3970488
 10.2500    -0.5049762 0.1074112 -0.0526204  -0.0000003 -0.0000031 0.0000148  1.2608571 50876.4140625   0.5519857 0.6959751 -0.0590045  1.8295917 0.6037394 -1.0070976  -1.9353092 -3.2590073   -2.9316988 2.5224884 3.4090758
 10.3000    -0.5071212 0.1072931 -0.0521280  -0.0000002 -0.0000024 0.0000144  1.2558093 51040.3203125   0.5543012 0.6960966 -0.0584438  1.8312870 0.6080238 -1.0078577  -1.9370990 -3.2706434   -2.9393416 2.5310471 3.4209794
 10.3500    -0.5092462 0.1071908 -0.0516410  -0.0000000 -0.0000020 0.0000141  1.2508776 51203.1601563   0.5565986 0.6962368 -0.0578897  1.8329967 0.6122802 -1.0086438  -1.9388954 -3.2822165   -2.9468997 2.5395191 3.4327909
 10.4000    -0.5113515 0.1071023 -0.0511627  0.0000001 -0.0000018 0.0000138  1.2460565 51364.9453125   0.5588781 0.6963937 -0.0573457  1.8347149 0.6165052 -1.0094497  -1.9406938 -3.2936997   -2.9543623 2.5479066 3.4445180
