 4.0500     0.0000000 0.0000000 -0.0914390     1.7817563 0.2495857 0.2955199     0.0000000 -2090.8720671 -1.9194049   26849.2988281
 4.1000     0.0000000 0.0000000 -0.0934211     1.7701420 0.2498073 0.2935511     0.0000000 -2104.2176638 -1.9141436   27036.4667969
 4.1500     0.0000000 0.0000000 -0.0938469     1.7586504 0.2500281 0.2916035     0.0000000 -2117.6203275 -1.9092803   27224.1660156
 4.2000     0.0000000 0.0000000 -0.0931499     1.7472808 0.2502481 0.2896768     0.0000000 -2131.0865181 -1.9049062   27412.3808594
 4.2500     0.0000000 0.0000000 -0.0918549     1.7360318 0.2504675 0.2877707     0.0000000 -2144.6128197 -1.9009799   27601.0996094
 4.3000     0.0000000 0.0000000 -0.0904077     1.7249025 0.2506861 0.2858853     0.0000000 -2158.1914168 -1.8974068   27790.3085938
 4.3500     0.0000000 0.0000000 -0.0890878     1.7138916 0.2509040 0.2840202     0.0000000 -2171.8167303 -1.8941173   27980.0000000
 4.4000     0.0000000 0.0000000 -0.0879952     1.7029980 0.2511211 0.2821752     0.0000000 -2185.4863347 -1.8910904   28170.1582031
 4.4500     0.0000000 0.0000000 -0.0870989     1.6922206 0.2513374 0.2803501     0.0000000 -2199.2006597 -1.8883342   28360.7753906
 4.5000     0.0000000 0.0000000 -0.0863079     1.6815572 0.2515530 0.2785446     0.0000000 -2212.9607287 -1.8858553   28551.8535156
 4.5500     0.0000000 0.0000000 -0.1256936     2.1664536 0.0732352 0.3416184     0.0000000 -2226.9231739 -1.8858137   28743.1308594
 4.6000     0.0000000 0.0000000 -0.1561488     2.1559429 0.0738844 0.3398213     0.0000000 -2241.4364164 -1.8924154   28934.6562500
 4.6500     0.0000000 0.0000000 -0.1409581     2.1455348 0.0745362 0.3380424     0.0000000 -2256.1149548 -1.9007661   29126.5019531
 4.7000     0.0000000 0.0000000 -0.1046301     2.1352313 0.0751902 0.3362822     0.0000000 -2270.5276167 -1.9056449   29318.5996094
 4.7500     0.0000000 0.0000000 -0.0713160     2.1250315 0.0758464 0.3345404     0.0000000 -2284.5792377 -1.9059729   29510.9335938
 4.8000     0.0000000 0.0000000 -0.0507277     2.1149302 0.0765052 0.3328161     0.0000000 -2298.4205981 -1.9035773   29703.5800781
 4.8500     0.0000000 0.0000000 -0.0421940     2.1049232 0.0771665 0.3311086     0.0000000 -2312.2400985 -1.9007253   29896.5800781
 4.9000     0.0000000 0.0000000 -0.0413836     2.0950081 0.0778306 0.3294174     0.0000000 -2326.1505355 -1.8987446   30089.9609375
 4.9500     0.0000000 0.0000000 -0.0443227     2.0851836 0.0784974 0.3277424     0.0000000 -2340.1775433 -1.8979209   30283.7265625
 5.0000     0.0000000 0.0000000 -0.0485722     2.0756085 0.0791558 0.3261105     0.0000000 -2354.0513977 -1.8977847   30474.6601563
 5.0500     0.0000000 0.0000000 -0.0530894     2.0659306 0.0798300 0.3244617     0.0000000 -2368.2846669 -1.8984177   30669.7734375
 5.1000     0.0000000 0.0000000 -0.0571336     2.0563421 0.0805068 0.3228289     0.0000000 -2382.5607893 -1.8993379   30865.2285156
 5.1500     0.0000000 0.0000000 -0.0602446     2.0468423 0.0811862 0.3212117     0.0000000 -2396.8666548 -1.9003987   31061.0136719
 5.2000     0.0000000 0.0000000 -0.0623368     2.0374298 0.0818682 0.3196100     0.0000000 -2411.1955635 -1.9015173   31257.1328125
 5.2500     0.0000000 0.0000000 -0.0634341     2.0281038 0.0825527 0.3180237     0.0000000 -2425.5414440 -1.9026359   31453.5703125
 5.3000     0.0000000 0.0000000 -0.0635952     2.0188632 0.0832397 0.3164526     0.0000000 -2439.9001057 -1.9037036   31650.3300781
 5.3500     0.0000000 0.0000000 -0.0629069     2.0097072 0.0839292 0.3148964     0.0000000 -2454.2662198 -1.9046702   31847.4003906
 5.4000     0.0000000 0.0000000 -0.0614840     2.0006351 0.0846212 0.3133550     0.0000000 -2468.6350741 -1.9054920   32044.7714844
 5.4500     0.0000000 0.0000000 -0.0594602     1.9916455 0.0853157 0.3118283     0.0000000 -2483.0042120 -1.9061374   32242.4511719
 5.5000     0.0000000 0.0000000 -0.0569748     1.9827374 0.0860126 0.3103159     0.0000000 -2497.3706133 -1.9065864   32440.4257813
 5.5500     0.0000000 0.0000000 -0.0541617     1.9739109 0.0867118 0.3088180     0.0000000 -2511.7320031 -1.9068305   32638.6777344
 5.6000     0.0000000 0.0000000 -0.0511428     1.9651637 0.0874136 0.3073341     0.0000000 -2526.0898412 -1.9068737   32837.2265625
 5.6500     0.0000000 0.0000000 -0.0480243     1.9564960 0.0881177 0.3058642     0.0000000 -2540.4425220 -1.9067242   33036.0429688
 5.7000     0.0000000 0.0000000 -0.0448951     1.9479061 0.0888241 0.3044081     0.0000000 -2554.7922746 -1.9063986   33235.1406250
 5.7500     0.0000000 0.0000000 -0.0418271     1.9393939 0.0895329 0.3029657     0.0000000 -2569.1391708 -1.9059154   33434.5000000
 5.8000     0.0000000 0.0000000 -0.0388756     1.9309577 0.0902441 0.3015367     0.0000000 -2583.4856670 -1.9052973   33634.1289063
 5.8500     0.0000000 0.0000000 -0.0360810     1.9225973 0.0909575 0.3001211     0.0000000 -2597.8325987 -1.9045672   33834.0117188
 5.9000     0.0000000 0.0000000 -0.0334705     1.9143116 0.0916733 0.2987186     0.0000000 -2612.1817937 -1.9037491   34034.1445313
 5.9500     0.0000000 0.0000000 -0.0310598     1.9060997 0.0923913 0.2973291     0.0000000 -2626.5356935 -1.9028671   34234.5312500
 6.0000     0.0000000 0.0000000 -0.0288556     1.8984855 0.0930649 0.2960412     0.0000000 -2639.8987988 -1.9011417   34422.1640625
 6.0500     0.0000000 0.0000000 -0.0242137     1.8904238 0.0937864 0.2946781     0.0000000 -2654.2486913 -1.8998847   34622.7773438
 6.1000     0.0000000 0.0000000 -0.0197643     1.8824347 0.0945100 0.2933277     0.0000000 -2668.5399895 -1.8986536   34823.5859375
 6.1500     0.0000000 0.0000000 -0.0177253     1.8745222 0.0952352 0.2919908     0.0000000 -2682.5232566 -1.8970237   35024.4687500
 6.2000     0.0000000 0.0000000 -0.0175863     1.8666841 0.0959622 0.2906668     0.0000000 -2696.3373872 -1.8940785   35225.4531250
 6.2500     0.0000000 0.0000000 -0.0186089     1.8589184 0.0966910 0.2893557     0.0000000 -2709.9563332 -1.8896091   35426.5546875
 6.3000     0.0000000 0.0000000 -0.0200979     1.8512238 0.0974216 0.2880569     0.0000000 -2723.4278462 -1.8839337   35627.7851563
 6.3500     0.0000000 0.0000000 -0.0215115     1.8435992 0.0981540 0.2867705     0.0000000 -2736.8183299 -1.8775131   35829.1484375
 6.4000     0.0000000 0.0000000 -0.0225106     1.8360440 0.0988883 0.2854961     0.0000000 -2750.1843532 -1.8707522   36030.6328125
 6.4500     0.0000000 0.0000000 -0.0229510     1.8285569 0.0996243 0.2842337     0.0000000 -2763.5682691 -1.8639510   36232.2421875
 6.5000     0.0000000 0.0000000 -0.0228344     1.8211379 0.1003621 0.2829832     0.0000000 -2776.9971175 -1.8573168   36433.9531250
 6.5500     0.0000000 0.0000000 -0.0222480     1.8137858 0.1011016 0.2817445     0.0000000 -2790.4909993 -1.8509938   36635.7734375
 6.6000     0.0000000 0.0000000 -0.0213139     1.8065003 0.1018428 0.2805173     0.0000000 -2804.0616694 -1.8450811   36837.6835938
 6.6500     0.0000000 0.0000000 -0.0201555     1.7992808 0.1025856 0.2793017     0.0000000 -2817.7171348 -1.8396480   37039.6718750
 6.7000     0.0000000 0.0000000 -0.0188793     1.7921267 0.1033300 0.2780975     0.0000000 -2831.4627727 -1.8347415   37241.7343750
 6.7500     0.0000000 0.0000000 -0.0175693     1.7850375 0.1040760 0.2769046     0.0000000 -2845.3002256 -1.8303896   37443.8515625
 6.8000     0.0000000 0.0000000 -0.0162859     1.7780120 0.1048235 0.2757229     0.0000000 -2859.2314155 -1.8266072   37646.0351563
 6.8500     0.0000000 0.0000000 -0.0150698     1.7710503 0.1055725 0.2745523     0.0000000 -2873.2532416 -1.8233938   37848.2539063
 6.9000     0.0000000 0.0000000 -0.0139453     1.7641518 0.1063229 0.2733926     0.0000000 -2887.3632054 -1.8207393   38050.5039063
 6.9500     0.0000000 0.0000000 -0.0129248     1.7573155 0.1070748 0.2722438     0.0000000 -2901.5578745 -1.8186246   38252.7851563
 7.0000     0.0000000 0.0000000 -0.0120121     1.7507617 0.1078033 0.2711429     0.0000000 -2915.3292965 -1.8167087   38448.4570313
 7.0500     0.0000000 0.0000000 -0.0099907     1.7440479 0.1085576 0.2700154     0.0000000 -2929.6763730 -1.8156077   38650.7187500
 7.1000     0.0000000 0.0000000 -0.0081369     1.7373942 0.1093133 0.2688983     0.0000000 -2944.1001224 -1.8150168   38852.9882813
 7.1500     0.0000000 0.0000000 -0.0075858     1.7308003 0.1100703 0.2677917     0.0000000 -2958.5932889 -1.8148887   39055.2617188
 7.2000     0.0000000 0.0000000 -0.0078554     1.7242657 0.1108285 0.2666954     0.0000000 -2973.1460829 -1.8151641   39257.5195313
 7.2500     0.0000000 0.0000000 -0.0083646     1.7177898 0.1115879 0.2656092     0.0000000 -2987.7503017 -1.8157865   39459.7578125
 7.3000     0.0000000 0.0000000 -0.0087843     1.7113718 0.1123485 0.2645332     0.0000000 -3002.3981447 -1.8166997   39661.9765625
 7.3500     0.0000000 0.0000000 -0.0090032     1.7050110 0.1131103 0.2634670     0.0000000 -3017.0812282 -1.8178457   39864.1679688
 7.4000     0.0000000 0.0000000 -0.0090263     1.6987067 0.1138733 0.2624107     0.0000000 -3031.7920148 -1.8191683   40066.3320313
 7.4500     0.0000000 0.0000000 -0.0089000     1.6924586 0.1146374 0.2613640     0.0000000 -3046.5223562 -1.8206137   40268.4531250
 7.5000     0.0000000 0.0000000 -0.0086740     1.6862661 0.1154025 0.2603271     0.0000000 -3061.2657999 -1.8221343   40470.5273438
 7.5500     0.0000000 0.0000000 -0.0083883     1.6801287 0.1161687 0.2592997     0.0000000 -3076.0159466 -1.8236884   40672.5390625
 7.6000     0.0000000 0.0000000 -0.0080711     1.6740458 0.1169359 0.2582817     0.0000000 -3090.7685703 -1.8252424   40874.4882813
 7.6500     0.0000000 0.0000000 -0.0077412     1.6680169 0.1177041 0.2572730     0.0000000 -3105.5198386 -1.8267693   41076.3671875
 7.7000     0.0000000 0.0000000 -0.0074110     1.6620409 0.1184733 0.2562735     0.0000000 -3120.2680400 -1.8282503   41278.1835938
 7.7500     0.0000000 0.0000000 -0.0070885     1.6561180 0.1192434 0.2552832     0.0000000 -3135.0093770 -1.8296711   41479.9062500
 7.8000     0.0000000 0.0000000 -0.0067795     1.6502472 0.1200144 0.2543019     0.0000000 -3149.7443719 -1.8310260   41681.5507813
 7.8500     0.0000000 0.0000000 -0.0064879     1.6444280 0.1207862 0.2533295     0.0000000 -3164.4715597 -1.8323128   41883.0976563
 7.9000     0.0000000 0.0000000 -0.0062165     1.6386597 0.1215590 0.2523659     0.0000000 -3179.1923921 -1.8335354   42084.5585938
 7.9500     0.0000000 0.0000000 -0.0059671     1.6329424 0.1223325 0.2514111     0.0000000 -3193.9052185 -1.8346992   42285.8984375
 8.0000     0.0000000 0.0000000 -0.0057407     1.6274258 0.1230861 0.2504901     0.0000000 -3208.2069263 -1.8355828   42481.7617188
 8.0500     0.0000000 0.0000000 -0.0047591     1.6218067 0.1238611 0.2495523     0.0000000 -3222.9121979 -1.8366855   42682.8789063
 8.1000     0.0000000 0.0000000 -0.0038561     1.6162367 0.1246369 0.2486229     0.0000000 -3237.6225103 -1.8378340   42883.8789063
 8.1500     0.0000000 0.0000000 -0.0037652     1.6107149 0.1254134 0.2477018     0.0000000 -3252.3385907 -1.8390372   43084.7578125
 8.2000     0.0000000 0.0000000 -0.0041707     1.6052418 0.1261905 0.2467891     0.0000000 -3267.0576226 -1.8402903   43285.4843750
 8.2500     0.0000000 0.0000000 -0.0046952     1.5998157 0.1269683 0.2458845     0.0000000 -3281.7813611 -1.8415924   43486.0859375
 8.3000     0.0000000 0.0000000 -0.0051294     1.5944368 0.1277468 0.2449880     0.0000000 -3296.5079894 -1.8429401   43686.5429688
 8.3500     0.0000000 0.0000000 -0.0054074     1.5891043 0.1285258 0.2440996     0.0000000 -3311.2366547 -1.8443288   43886.8515625
 8.4000     0.0000000 0.0000000 -0.0055387     1.5838181 0.1293054 0.2432191     0.0000000 -3325.9654439 -1.8457519   44086.9960938
 8.4500     0.0000000 0.0000000 -0.0055581     1.5785770 0.1300855 0.2423463     0.0000000 -3340.6953354 -1.8472036   44287.0000000
 8.5000     0.0000000 0.0000000 -0.0055012     1.5733813 0.1308662 0.2414813     0.0000000 -3355.4232317 -1.8486763   44486.8320313
 8.5500     0.0000000 0.0000000 -0.0053957     1.5682302 0.1316473 0.2406240     0.0000000 -3370.5230097 -1.8501643   44686.4921875
 8.6000     0.0000000 0.0000000 -0.0051394     1.5631347 0.1324272 0.2397762     0.0000000 -3390.7831934 -1.8514780   44885.5312500
 8.6500     0.0000000 0.0000000 -0.0048126     1.5581028 0.1332044 0.2389393     0.0000000 -3410.9085908 -1.8520769   45083.5937500
 8.7000     0.0000000 0.0000000 -0.0046125     1.5531331 0.1339789 0.2381128     0.0000000 -3430.8803412 -1.8517985   45280.7031250
 8.7500     0.0000000 0.0000000 -0.0045852     1.5482253 0.1347507 0.2372969     0.0000000 -3450.7124922 -1.8508020   45476.8281250
 8.8000     0.0000000 0.0000000 -0.0046664     1.5433779 0.1355197 0.2364912     0.0000000 -3470.4355616 -1.8493572   45671.9843750
 8.8500     0.0000000 0.0000000 -0.0047628     1.5385910 0.1362859 0.2356959     0.0000000 -3490.0762838 -1.8477271   45866.1367188
 8.9000     0.0000000 0.0000000 -0.0048046     1.5338629 0.1370493 0.2349104     0.0000000 -3509.6615631 -1.8461356   46059.3085938
 8.9500     0.0000000 0.0000000 -0.0047594     1.5291935 0.1378097 0.2341350     0.0000000 -3529.2091334 -1.8447573   46251.4687500
 9.0000     0.0000000 0.0000000 -0.0046257     1.5247089 0.1385462 0.2333904     0.0000000 -3548.3314170 -1.8435151   46437.3437500
 9.0500     0.0000000 0.0000000 -0.0038989     1.5201523 0.1393008 0.2326340     0.0000000 -3567.8511646 -1.8429489   46627.5234375
 9.1000     0.0000000 0.0000000 -0.0031774     1.5156521 0.1400523 0.2318872     0.0000000 -3587.3751885 -1.8429575   46816.6796875
 9.1500     0.0000000 0.0000000 -0.0029771     1.5112069 0.1408009 0.2311497     0.0000000 -3606.9080854 -1.8435629   47004.8359375
 9.2000     0.0000000 0.0000000 -0.0030896     1.5068158 0.1415464 0.2304214     0.0000000 -3626.4468855 -1.8447419   47191.9843750
 9.2500     0.0000000 0.0000000 -0.0032637     1.5024785 0.1422888 0.2297022     0.0000000 -3645.9861111 -1.8464509   47378.1171875
 9.3000     0.0000000 0.0000000 -0.0033666     1.4981940 0.1430282 0.2289919     0.0000000 -3665.5193306 -1.8486326   47563.2382813
 9.3500     0.0000000 0.0000000 -0.0033647     1.4939618 0.1437643 0.2282904     0.0000000 -3685.0365784 -1.8512180   47747.3242188
 9.4000     0.0000000 0.0000000 -0.0032734     1.4897810 0.1444973 0.2275976     0.0000000 -3704.5303099 -1.8541337   47930.3945313
 9.4500     0.0000000 0.0000000 -0.0031212     1.4856510 0.1452272 0.2269134     0.0000000 -3723.9905417 -1.8573041   48112.4414063
 9.5000     0.0000000 0.0000000 -0.0029338     1.4815712 0.1459538 0.2262377     0.0000000 -3743.4071515 -1.8606560   48293.4531250
 9.5500     0.0000000 0.0000000 -0.0027292     1.4775406 0.1466771 0.2255703     0.0000000 -3762.7720907 -1.8641227   48473.4375000
 9.6000     0.0000000 0.0000000 -0.0025188     1.4735593 0.1473971 0.2249112     0.0000000 -3782.0757452 -1.8676444   48652.3710938
 9.6500     0.0000000 0.0000000 -0.0023095     1.4696262 0.1481138 0.2242602     0.0000000 -3801.3119847 -1.8711718   48830.2617188
 9.7000     0.0000000 0.0000000 -0.0021058     1.4657402 0.1488273 0.2236171     0.0000000 -3820.4773853 -1.8746668   49007.1367188
 9.7500     0.0000000 0.0000000 -0.0019102     1.4619024 0.1495371 0.2229822     0.0000000 -3839.5606045 -1.8780968   49182.9062500
 9.8000     0.0000000 0.0000000 -0.0017248     1.4581103 0.1502436 0.2223550     0.0000000 -3858.5648934 -1.8814458   49357.6523438
 9.8500     0.0000000 0.0000000 -0.0015510     1.4543645 0.1509466 0.2217355     0.0000000 -3877.4848680 -1.8847018   49531.3320313
