0.0000000 0.0000035 0.1505849 0.5546001 108.0000000 39.3000014 0.5546001 30.0696756 10.8954040 0.0013862 0.0000013 -0.0872666 0.3481940 0.0006437 0.0000028 -0.1742286 -0.0371247 -4.6977602 0.0939863 0.0000000 0.0000000 0.0000000 -0.0847624 -0.0180319 0.2828972 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.3488419 625.8129883 -348.6229710 3984.7787924 0.0000000 -0.0027026 -0.0002364 0.0006560 -0.0002196 0.0007771 -0.0026717 -228.6229710 3864.7787924 0.0000000 0.1400000 8.6000000 8.6000000 3999.6999512 0.0000000 41.2000000
 0.0500000 0.0004163 1.6562954 1.0870710 108.0000000 39.3000149 1.0870710 30.0645770 10.4036170 0.0151432 0.0001752 -0.0872663 0.3395523 0.0062132 0.0000558 -0.1715753 0.3013483 -4.6971344 0.0934903 0.0000000 0.0000000 0.0000000 -0.0852680 0.0051885 0.2801746 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.3342928 619.2081909 -348.6229710 3984.7787924 0.0000000 -0.0025820 -0.0002258 0.0006598 -0.0002052 0.0007713 -0.0025527 -228.3229710 3864.4787924 0.0000000 0.1400000 8.6000000 8.6000000 3998.2001953 0.0000000 41.2000000
 0.1000000 0.0015115 3.1617397 1.5949805 108.0000000 39.3000284 1.5949805 30.0590509 9.9129500 0.0287434 0.0005891 -0.0872568 0.3310257 0.0103666 0.0002544 -0.1696238 0.6540909 -4.6949430 0.0930139 0.0000000 0.0000000 0.0000000 -0.0862044 0.0288080 0.2777614 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.3196097 612.8999023 -348.6229710 3984.7787924 0.0000000 -0.0024617 -0.0002153 0.0006635 -0.0001906 0.0007652 -0.0024340 -228.0229710 3864.1787924 0.0000000 0.1400000 8.6000000 8.6000000 3996.7009277 0.0000000 41.2000000
 0.1500000 0.0032811 4.6668966 2.0783850 108.0000000 39.3000420 2.0783850 30.0531068 9.4234237 0.0421899 0.0011693 -0.0872283 0.3225792 0.0131063 0.0006121 -0.1683751 1.0184640 -4.6904248 0.0925573 0.0000000 0.0000000 0.0000000 -0.0872103 0.0527100 0.2753211 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.3048036 606.8865356 -348.6229710 3984.7787924 0.0000000 -0.0023414 -0.0002047 0.0006673 -0.0001759 0.0007592 -0.0023156 -227.7229710 3863.8787924 0.0000000 0.1400000 8.6000000 8.6000000 3995.2019043 0.0000000 41.2000000
 0.2000000 0.0057175 6.1717456 2.5373421 108.0000001 39.3000555 2.5373421 30.0467583 8.9350511 0.0554828 0.0018426 -0.0871711 0.3141777 0.0144476 0.0011371 -0.1678242 1.3918313 -4.6829248 0.0921207 0.0000000 0.0000000 0.0000000 -0.0882762 0.0767112 0.2728051 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.2898856 601.1663818 -348.6229710 3984.7787924 0.0000000 -0.0022213 -0.0001942 0.0006709 -0.0001611 0.0007533 -0.0021975 -227.4229710 3863.5787924 0.0000000 0.1400000 8.6000000 8.6000000 3993.7031250 0.0000000 41.2000000
 0.2500000 0.0088131 7.6762668 2.9719095 108.0000001 39.3000690 2.9719095 30.0400224 8.4478383 0.0686208 0.0025376 -0.0870760 0.3057866 0.0144220 0.0018345 -0.1679596 1.7715821 -4.6719082 0.0917043 0.0000000 0.0000000 0.0000000 -0.0893939 0.1006343 0.2701738 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.2748666 595.7383423 -348.6229710 3984.7787924 0.0000000 -0.0021014 -0.0001837 0.0006746 -0.0001462 0.0007478 -0.0020795 -227.1229710 3863.2787924 0.0000000 0.1400000 8.6000000 8.6000000 3992.2050781 0.0000000 41.2000000
 0.3000000 0.0125603 9.1804413 3.3821453 108.0000001 39.3000826 3.3821453 30.0329232 7.9617905 0.0816374 0.0031848 -0.0869338 0.2973721 0.0130663 0.0027411 -0.1687622 2.1551465 -4.6568882 0.0913084 -0.1813333 0.0651180 -0.0870400 -0.0897043 0.1247541 0.2709513 0.0000000 0.0000000 0.0000000 -1.0000000 0.3591067 -0.4800000 0.2597577 590.6010132 -348.6229710 3984.7787924 0.0000000 -0.0019816 -0.0001732 0.0006782 -0.0001312 0.0007429 -0.0019616 -226.8229710 3862.9787924 0.0000000 0.1400000 8.6000000 8.6000000 3990.7072754 0.0000000 41.2000000
 0.3500000 0.0169786 10.6842515 3.7680723 108.0000002 39.3000961 3.7680723 30.0254914 7.4746645 0.0959787 0.0034547 -0.0866742 0.2889969 -0.0027275 0.0073898 -0.1642231 2.5484247 -4.6321808 0.0909314 -3.9371997 0.2361070 -1.8898559 -0.1121146 0.0576083 0.3227388 0.0000000 0.0000000 0.0000000 -6.0000000 0.1921710 -2.8800001 0.2445185 585.7330933 -348.6229710 3984.7787924 0.0000000 -0.0018615 -0.0001627 0.0006821 -0.0001158 0.0007394 -0.0018430 -226.5229710 3862.6787924 0.0000000 0.1400000 8.6000000 8.6000000 3989.2099609 0.0000000 41.2000000
 0.4000000 0.0221862 12.1876842 4.1295321 108.0000003 39.3001096 4.1295321 30.0178698 6.9828912 0.1133644 0.0023754 -0.0859555 0.2812070 -0.0338793 0.0208492 -0.1448018 2.9848706 -4.5787221 0.0905719 -8.7689563 -0.0522686 -4.2090985 -0.1384315 -0.0412146 0.3859014 0.0000000 0.0000000 0.0000000 -11.0000000 -0.2410426 -5.2799988 0.2291112 581.1116333 -348.6229710 3984.7787924 0.0000000 -0.0017400 -0.0001520 0.0006868 -0.0000987 0.0007392 -0.0017223 -226.2229710 3862.3787924 0.0000000 0.1400000 8.6000000 8.6000000 3987.7131348 0.0000000 41.2000000
 0.4500000 0.0283332 13.6907238 4.4662703 108.0000003 39.3001231 4.4662703 30.0095449 6.4855763 0.1332761 -0.0006812 -0.0843277 0.2748061 -0.0700914 0.0421841 -0.1080913 3.5096284 -4.4760607 0.0902286 -13.7462048 -0.5869466 -4.8711389 -0.1975497 -0.1549340 0.4104238 0.0000000 0.0000000 0.0000000 -16.0000000 -0.8605342 -4.3199997 0.2135515 576.7191772 -348.6229710 3984.7787924 0.0000000 -0.0016170 -0.0001412 0.0006921 -0.0000788 0.0007425 -0.0015988 -225.9229710 3862.0787924 0.0000000 0.1400000 8.6000000 8.6000000 3986.2167969 0.0000000 41.2000000
