 5.2500    3265.48901  227.52107  0.09861  0.06341 -0.02553  0.10058 2.46667  2.96667 227.43569 0.00000 0.00000 0 0 0 31453.57031
 5.3000    3254.17383  228.24380  0.09792  0.06399 -0.02597  0.10071 2.46667  2.96667 228.15604 0.00000 0.00000 0 0 0 31650.33008
 5.3500    3242.82275  228.96548  0.09722  0.06456 -0.02640  0.10084 2.46667  2.96667 228.87542 0.00000 0.00000 0 0 0 31847.40039
 5.4000    3231.43506  229.68608  0.09651  0.06511 -0.02683  0.10097 2.46667  2.96667 229.59379 0.00000 0.00000 0 0 0 32044.77148
 5.4500    3220.01123  230.40564  0.09580  0.06564 -0.02727  0.10110 2.46667  2.96667 230.31115 0.00000 0.00000 0 0 0 32242.45117
 5.5000    3208.55103  231.12411  0.09509  0.06615 -0.02771  0.10122 2.46667  2.96667 231.02747 0.00000 0.00000 0 0 0 32440.42578
 5.5500    3197.05518  231.84145  0.09437  0.06666 -0.02815  0.10135 2.46667  2.96667 231.74275 0.00000 0.00000 0 0 0 32638.67773
 5.6000    3185.52271  232.55771  0.09364  0.06715 -0.02859  0.10148 2.46667  2.96667 232.45696 0.00000 0.00000 0 0 0 32837.22656
 5.6500    3173.95435  233.27283  0.09291  0.06763 -0.02904  0.10160 2.46667  2.96667 233.17010 0.00000 0.00000 0 0 0 33036.04297
 5.7000    3162.35010  233.98683  0.09216  0.06810 -0.02949  0.10173 2.46667  2.96667 233.88215 0.00000 0.00000 0 0 0 33235.14063
 5.7500    3150.70996  234.69968  0.09141  0.06856 -0.02994  0.10185 2.46667  2.96667 234.59309 0.00000 0.00000 0 0 0 33434.50000
 5.8000    3139.03369  235.41139  0.09065  0.06901 -0.03039  0.10198 2.46667  2.96667 235.30291 0.00000 0.00000 0 0 0 33634.12891
 5.8500    3127.32202  236.12193  0.08989  0.06946 -0.03084  0.10210 2.46667  2.96667 236.01159 0.00000 0.00000 0 0 0 33834.01172
 5.9000    3115.57397  236.83130  0.08911  0.06990 -0.03130  0.10222 2.46667  2.96667 236.71913 0.00000 0.00000 0 0 0 34034.14453
 5.9500    3103.79053  237.53949  0.08832  0.07033 -0.03176  0.10235 2.46667  2.96667 237.42550 0.00000 0.00000 0 0 0 34234.53125
 6.0000    3091.95020  238.20128  0.08752  0.07174 -0.03221  0.10243 2.46667  2.96667 238.13069 0.00000 0.00000 0 0 0 34422.16406
 6.0500    3080.09692  238.90631  0.08671  0.07218 -0.03267  0.10255 2.46667  2.96667 238.83472 0.00000 0.00000 0 0 0 34622.77734
 6.1000    3068.20801  239.61000  0.08589  0.07262 -0.03313  0.10267 2.46667  2.96667 239.53740 0.00000 0.00000 0 0 0 34823.58594
 6.1500    3056.28345  240.31195  0.08507  0.07305 -0.03360  0.10279 2.46667  2.96667 240.23842 0.00000 0.00000 0 0 0 35024.46875
 6.2000    3044.32397  241.01227  0.08423  0.07347 -0.03406  0.10290 2.46667  2.96667 240.93778 0.00000 0.00000 0 0 0 35225.45313
 6.2500    3032.32861  241.71101  0.08338  0.07389 -0.03453  0.10302 2.46667  2.96667 241.63556 0.00000 0.00000 0 0 0 35426.55469
 6.3000    3020.29785  242.40823  0.08251  0.07430 -0.03500  0.10314 2.46667  2.96667 242.33182 0.00000 0.00000 0 0 0 35627.78516
 6.3500    3008.23218  243.10394  0.08162  0.07470 -0.03547  0.10325 2.46667  2.96667 243.02656 0.00000 0.00000 0 0 0 35829.14844
 6.4000    2996.13110  243.79811  0.08070  0.07509 -0.03595  0.10337 2.46667  2.96667 243.71979 0.00000 0.00000 0 0 0 36030.63281
 6.4500    2983.99487  244.49077  0.07976  0.07548 -0.03642  0.10349 2.46667  2.96667 244.41149 0.00000 0.00000 0 0 0 36232.24219
 6.5000    2971.82349  245.18185  0.07879  0.07587 -0.03690  0.10360 2.46667  2.96667 245.10164 0.00000 0.00000 0 0 0 36433.95313
 6.5500    2959.61694  245.87137  0.07781  0.07625 -0.03737  0.10372 2.46667  2.96667 245.79021 0.00000 0.00000 0 0 0 36635.77344
 6.6000    2947.37549  246.55927  0.07680  0.07662 -0.03785  0.10383 2.46667  2.96667 246.47717 0.00000 0.00000 0 0 0 36837.68359
 6.6500    2935.09912  247.24553  0.07577  0.07699 -0.03833  0.10395 2.46667  2.96667 247.16251 0.00000 0.00000 0 0 0 37039.67188
 6.7000    2922.78760  247.93015  0.07473  0.07735 -0.03881  0.10406 2.46667  2.96667 247.84619 0.00000 0.00000 0 0 0 37241.73438
 6.7500    2910.44116  248.61307  0.07367  0.07772 -0.03930  0.10418 2.46667  2.96667 248.52819 0.00000 0.00000 0 0 0 37443.85156
 6.8000    2898.06030  249.29431  0.07259  0.07807 -0.03978  0.10429 2.46667  2.96667 249.20850 0.00000 0.00000 0 0 0 37646.03516
 6.8500    2885.64429  249.97382  0.07150  0.07843 -0.04026  0.10440 2.46667  2.96667 249.88708 0.00000 0.00000 0 0 0 37848.25391
 6.9000    2873.19385  250.65157  0.07040  0.07878 -0.04075  0.10452 2.46667  2.96667 250.56393 0.00000 0.00000 0 0 0 38050.50391
 6.9500    2860.70850  251.32756  0.06929  0.07913 -0.04123  0.10463 2.46667  2.96667 251.23902 0.00000 0.00000 0 0 0 38252.78516
 7.0000    2848.15698  251.97961  0.06816  0.08005 -0.04171  0.10472 2.46667  2.96667 251.91234 0.00000 0.00000 0 0 0 38448.45703
 7.0500    2835.60352  252.65190  0.06703  0.08040 -0.04219  0.10483 2.46667  2.96667 252.58389 0.00000 0.00000 0 0 0 38650.71875
 7.1000    2823.01563  253.32240  0.06589  0.08075 -0.04268  0.10494 2.46667  2.96667 253.25365 0.00000 0.00000 0 0 0 38852.98828
 7.1500    2810.39355  253.99109  0.06475  0.08110 -0.04317  0.10505 2.46667  2.96667 253.92158 0.00000 0.00000 0 0 0 39055.26172
 7.2000    2797.73730  254.65793  0.06360  0.08145 -0.04366  0.10516 2.46667  2.96667 254.58769 0.00000 0.00000 0 0 0 39257.51953
 7.2500    2785.04688  255.32292  0.06245  0.08179 -0.04414  0.10527 2.46667  2.96667 255.25197 0.00000 0.00000 0 0 0 39459.75781
 7.3000    2772.32227  255.98608  0.06130  0.08213 -0.04463  0.10537 2.46667  2.96667 255.91441 0.00000 0.00000 0 0 0 39661.97656
 7.3500    2759.56396  256.64737  0.06014  0.08246 -0.04512  0.10548 2.46667  2.96667 256.57500 0.00000 0.00000 0 0 0 39864.16797
 7.4000    2746.77173  257.30682  0.05898  0.08280 -0.04561  0.10559 2.46667  2.96667 257.23372 0.00000 0.00000 0 0 0 40066.33203
 7.4500    2733.94580  257.96439  0.05782  0.08313 -0.04610  0.10570 2.46667  2.96667 257.89058 0.00000 0.00000 0 0 0 40268.45313
 7.5000    2721.08618  258.62006  0.05666  0.08346 -0.04659  0.10581 2.46667  2.96667 258.54555 0.00000 0.00000 0 0 0 40470.52734
 7.5500    2708.19312  259.27380  0.05549  0.08379 -0.04708  0.10592 2.46667  2.96667 259.19863 0.00000 0.00000 0 0 0 40672.53906
 7.6000    2695.26636  259.92563  0.05433  0.08411 -0.04758  0.10602 2.46667  2.96667 259.84981 0.00000 0.00000 0 0 0 40874.48828
 7.6500    2682.30664  260.57553  0.05316  0.08444 -0.04807  0.10613 2.46667  2.96667 260.49907 0.00000 0.00000 0 0 0 41076.36719
 7.7000    2669.31348  261.22354  0.05200  0.08476 -0.04856  0.10624 2.46667  2.96667 261.14642 0.00000 0.00000 0 0 0 41278.18359
 7.7500    2656.28711  261.86957  0.05083  0.08508 -0.04905  0.10634 2.46667  2.96667 261.79183 0.00000 0.00000 0 0 0 41479.90625
 7.8000    2643.22754  262.51367  0.04966  0.08540 -0.04955  0.10645 2.46667  2.96667 262.43531 0.00000 0.00000 0 0 0 41681.55078
 7.8500    2630.13525  263.15579  0.04849  0.08572 -0.05004  0.10656 2.46667  2.96667 263.07683 0.00000 0.00000 0 0 0 41883.09766
 7.9000    2617.01001  263.79599  0.04732  0.08603 -0.05053  0.10666 2.46667  2.96667 263.71639 0.00000 0.00000 0 0 0 42084.55859
 7.9500    2603.85205  264.43417  0.04614  0.08635 -0.05103  0.10677 2.46667  2.96667 264.35399 0.00000 0.00000 0 0 0 42285.89844
