0.0000  0.0000028 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  625.81299
0.0500  0.0000558 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  619.20819
0.1000  0.0002544 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  612.89990
0.1500  0.0006121 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  606.88654
0.2000  0.0011371 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  601.16638
0.2500  0.0018345 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  595.73834
0.3000  0.0027411 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  590.60101
0.3500  0.0073898 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  585.73309
0.4000  0.0208492 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  581.11163
0.4500  0.0421841 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  576.71918
0.5000  0.0608049 0.0000000 100.8479996   60.7379990 148.0059052 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  581.61182
0.5500  0.0722451 0.0000000 6.7648172   18.6309700 127.3861771 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  691.82788
0.6000  0.0734654 0.0000000 5.6290975   15.2886562 108.2116547 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  811.94257
0.6500  0.0617500 0.0000000 4.7466307   12.7263527 93.0126572 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  941.95831
0.7000  0.0509797 0.0000000 4.0494666   10.7272444 80.7804947 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1081.74634
0.7500  0.0512242 0.0000000 3.4903605   9.1426153 70.7994461 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1231.21558
0.8000  0.0577599 0.0000000 3.0364151   7.8700175 62.5633659 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1390.08838
0.8500  0.0650963 0.0000000 2.6631858   6.8343844 55.6879158 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1558.32788
0.9000  0.0708454 0.0000000 2.3519199   5.9790158 49.8709412 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1736.51624
0.9500  0.0748341 0.0000000 2.0893474   5.2640696 44.8965340 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  1925.14172
1.0000  0.0775176 0.0000000 1.8662518   4.6619196 40.6146851 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  2124.12866
1.0500  0.0799787 0.0000000 1.6754515   4.1512299 36.9069252 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  2333.35498
1.1000  0.0825934 0.0000000 1.5111359   3.7149346 33.6757202 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  2552.87695
1.1500  0.0851421 0.0000000 1.3687251   3.3396897 30.8432426 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  2782.75684
1.2000  0.0874800 0.0000000 1.2445885   3.0149946 28.3471489 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  3023.03052
1.2500  0.0896855 0.0000000 1.1358157   2.7324905 26.1369286 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  3273.70850
1.3000  0.0919933 0.0000000 1.0400388   2.4854267 24.1710377 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  3534.81006
1.3500  0.0948736 0.0000000 0.9553159   2.2683067 22.4150372 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  3806.37134
1.4000  0.0988932 0.0000000 0.8800565   2.0766566 20.8404675 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  4088.39990
1.4500  0.1038107 0.0000000 0.8129510   1.9068124 19.4236984 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  4380.85400
1.5000  0.1089479 0.0000000 0.7528907   1.7556968 18.1445026 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  4683.75293
1.5500  0.1127224 0.0000000 0.6989426   1.6207349 16.9856853 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  4997.14014
1.6000  0.1148145 0.0000000 0.6503292   1.4997921 15.9328299 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  5321.00342
1.6500  0.1154522 0.0000000 0.6063927   1.3910718 14.9736385 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  5655.30859
1.7000  0.1147382 0.0000000 0.5665721   1.2930496 14.0975389 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  6000.01221
1.7500  0.1126346 0.0000000 0.5303863   1.2044262 13.2953968 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  6355.06152
1.8000  0.1090510 0.0000000 0.4974211   1.1240873 12.5592775 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  6720.40039
1.8500  0.1039152 0.0000000 0.4673185   1.0510763 11.8822842 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  7095.96045
1.9000  0.0972145 0.0000000 0.4397685   0.9845676 11.2583923 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  7481.66016
1.9500  0.0885079 0.0000000 0.4145003   0.9238441 10.6823034 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  7877.42188
2.0000  0.0753716 0.0000000 0.3912756   0.8682780 10.1493158 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  8283.19336
2.0500  0.0585616 0.0000000 0.3698866   0.8173244 9.6553059 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  8698.90234
2.1000  0.0399458 0.0000000 0.3501500   0.7705047 9.1966066 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  9124.49316
2.1500  0.0211680 0.0000000 0.3319033   0.7273967 8.7699442 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  9559.93359
2.2000  0.0034445 0.0000000 0.3150026   0.6876281 8.3723965 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  10005.21094
2.2500  -0.0123539 0.0000000 0.2993200   0.6508706 8.0013571 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  10460.32813
2.3000  -0.0255885 0.0000000 0.2847431   0.6168348 7.6545124 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  10925.28027
2.3500  -0.0234736 0.0000000 0.2711785   0.5852808 7.3299580 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  11399.81445
2.4000  -0.0150615 0.0000000 0.2585403   0.5559895 7.0259266 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  11883.72559
2.4500  -0.0179543 0.0000000 0.2467512   0.5287636 6.7408123 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  12376.80469
2.5000  -0.0281311 0.0000000 0.2357426   0.5034289 6.4731894 0.00000    0.00000  0.00000  0.00000      0.00000   0.00000  12878.77051
