 5.6000000    1.8849503 0.6860426 91.0745926   	-15.5359974 231.0210571 21.7023125    0.1351436 0.0190239 0.0634519
 5.6500000    1.8849502 0.6860444 92.1575928   	-15.6960039 231.7389832 21.6077023    0.1339401 0.0165212 0.0637587
 5.7000000    1.8849500 0.6860463 93.2357788   	-15.8542976 232.4560699 21.5093784    0.1327194 0.0141738 0.0640769
 5.7500000    1.8849498 0.6860481 94.3089676   	-16.0110912 233.1722870 21.4072571    0.1314824 0.0119805 0.0644057
 5.8000000    1.8849497 0.6860499 95.3769608   	-16.1665802 233.8876190 21.3012714    0.1302303 0.0099368 0.0647442
 5.8500000    1.8849495 0.6860518 96.4395676   	-16.3209515 234.6020508 21.1913490    0.1289642 0.0080357 0.0650915
 5.9000000    1.8849493 0.6860536 97.4965897   	-16.4743671 235.3155365 21.0774326    0.1276856 0.0062688 0.0654466
 5.9500000    1.8849492 0.6860555 98.5478210   	-16.6269722 236.0280762 20.9594860    0.1263956 0.0046266 0.0658084
 6.0000000    1.8849490 0.6860573 99.5698471   	-17.0095825 236.6810150 20.7994690    0.1250956 0.0030990 0.0661760
 6.0500000    1.8849488 0.6860592 100.6070175   	-17.1652794 237.3903198 20.6740093    0.1249046 0.0004993 0.0721083
 6.1000000    1.8849486 0.6860611 101.6378174   	-17.3203659 238.0984650 20.5444698    0.1235946 -0.0006125 0.0724590
 6.1500000    1.8849485 0.6860629 102.6620636   	-17.4747410 238.8050232 20.4115181    0.1222511 -0.0015665 0.0727945
 6.2000000    1.8849483 0.6860648 103.6795807   	-17.6282654 239.5101166 20.2746983    0.1208084 -0.0024710 0.0731112
 6.2500000    1.8849481 0.6860667 104.6901474   	-17.7807484 240.2139282 20.1327896    0.1192499 -0.0034010 0.0734115
 6.3000000    1.8849479 0.6860686 105.6934814   	-17.9320717 240.9165802 19.9847679    0.1175954 -0.0043959 0.0737009
 6.3500000    1.8849477 0.6860705 106.6892624   	-18.0821972 241.6181488 19.8299942    0.1158751 -0.0054639 0.0739852
 6.4000000    1.8849476 0.6860724 107.6771545   	-18.2311573 242.3186035 19.6681423    0.1141160 -0.0065916 0.0742690
 6.4500000    1.8849474 0.6860743 108.6567841   	-18.3790188 243.0179596 19.4991131    0.1123385 -0.0077540 0.0745551
 6.5000000    1.8849472 0.6860762 109.6278076   	-18.5258789 243.7161407 19.3229618    0.1105571 -0.0089227 0.0748453
 6.5500000    1.8849470 0.6860781 110.5898666   	-18.6718540 244.4130859 19.1398411    0.1087820 -0.0100722 0.0751403
 6.6000000    1.8849468 0.6860800 111.5426102   	-18.8170528 245.1087341 18.9499722    0.1070208 -0.0111823 0.0754404
 6.6500000    1.8849466 0.6860820 112.4857178   	-18.9615879 245.8029938 18.7536297    0.1052791 -0.0122391 0.0757454
 6.7000000    1.8849464 0.6860839 113.4188690   	-19.1055584 246.4958191 18.5511227    0.1035608 -0.0132343 0.0760550
 6.7500000    1.8849462 0.6860859 114.3417587   	-19.2490559 247.1871185 18.3427868    0.1018688 -0.0141643 0.0763687
 6.8000000    1.8849460 0.6860878 115.2541122   	-19.3921604 247.8768616 18.1289635    0.1002051 -0.0150292 0.0766858
 6.8500000    1.8849458 0.6860897 116.1556549   	-19.5349445 248.5649261 17.9100075    0.0985706 -0.0158314 0.0770057
 6.9000000    1.8849456 0.6860917 117.0461349   	-19.6774673 249.2512817 17.6862659    0.0969656 -0.0165749 0.0773279
 6.9500000    1.8849454 0.6860937 117.9253311   	-19.8197842 249.9358673 17.4580727    0.0953897 -0.0172647 0.0776519
 7.0000000    1.8849452 0.6860956 118.7560120   	-20.1033649 250.5888519 17.1698990    0.0938419 -0.0179060 0.0779769
 7.0500000    1.8849450 0.6860976 119.6092148   	-20.2469158 251.2693481 16.9339828    0.0927223 -0.0190351 0.0803746
 7.1000000    1.8849448 0.6860996 120.4505386   	-20.3902664 251.9479523 16.6945686    0.0912334 -0.0194970 0.0806868
 7.1500000    1.8849446 0.6861016 121.2798233   	-20.5332909 252.6246033 16.4519844    0.0897722 -0.0199014 0.0809917
 7.2000000    1.8849444 0.6861036 122.0969086   	-20.6759415 253.2992554 16.2065029    0.0883351 -0.0203027 0.0812925
 7.2500000    1.8849442 0.6861056 122.9016647   	-20.8182106 253.9719086 15.9583530    0.0869190 -0.0207254 0.0815912
 7.3000000    1.8849440 0.6861075 123.6939545   	-20.9600983 254.6425323 15.7077408    0.0855207 -0.0211714 0.0818889
 7.3500000    1.8849438 0.6861096 124.4736557   	-21.1016159 255.3110809 15.4548302    0.0841370 -0.0216326 0.0821862
 7.4000000    1.8849435 0.6861116 125.2406693   	-21.2427845 255.9775543 15.1997557    0.0827646 -0.0220989 0.0824837
 7.4500000    1.8849433 0.6861136 125.9948807   	-21.3836288 256.6419373 14.9426174    0.0814005 -0.0225615 0.0827816
 7.5000000    1.8849431 0.6861156 126.7361908   	-21.5241776 257.3041687 14.6834850    0.0800417 -0.0230146 0.0830804
 7.5500000    1.8849429 0.6861176 127.4644928   	-21.6644630 257.9642334 14.4224024    0.0786860 -0.0234543 0.0833802
 7.6000000    1.8849427 0.6861197 128.1797028   	-21.8045177 258.6221313 14.1593866    0.0773310 -0.0238784 0.0836813
 7.6500000    1.8849425 0.6861217 128.8817139   	-21.9443760 259.2778320 13.8944378    0.0759753 -0.0242860 0.0839838
 7.7000000    1.8849422 0.6861237 129.5704498   	-22.0840740 259.9313660 13.6275415    0.0746174 -0.0246767 0.0842875
 7.7500000    1.8849420 0.6861258 130.2457886   	-22.2236423 260.5826721 13.3586731    0.0732565 -0.0250507 0.0845926
 7.8000000    1.8849418 0.6861278 130.9076233   	-22.3631115 261.2317505 13.0878000    0.0718920 -0.0254086 0.0848988
 7.8500000    1.8849416 0.6861299 131.5558929   	-22.5025101 261.8785706 12.8148899    0.0705238 -0.0257512 0.0852061
 7.9000000    1.8849413 0.6861319 132.1904602   	-22.6418629 262.5231934 12.5399065    0.0691520 -0.0260795 0.0855142
 7.9500000    1.8849411 0.6861340 132.8112183   	-22.7811871 263.1654968 12.2628202    0.0677768 -0.0263943 0.0858228
 8.0000000    1.8849409 0.6861361 133.3774719   	-23.0229263 263.7816772 11.9293766    0.0663987 -0.0266969 0.0861319
 8.0500000    1.8849406 0.6861382 133.9676208   	-23.1629086 264.4192810 11.6481657    0.0653303 -0.0273196 0.0873658
 8.1000000    1.8849404 0.6861402 134.5436554   	-23.3028355 265.0545654 11.3648195    0.0639549 -0.0275386 0.0876651
 8.1500000    1.8849402 0.6861423 135.1054840   	-23.4425964 265.6875610 11.0793953    0.0625832 -0.0277344 0.0879584
 8.2000000    1.8849399 0.6861444 135.6529999   	-23.5821323 266.3182068 10.7919369    0.0612147 -0.0279404 0.0882480
 8.2500000    1.8849397 0.6861465 136.1860962   	-23.7214260 266.9465637 10.5024786    0.0598494 -0.0281706 0.0885351
 8.3000000    1.8849394 0.6861486 136.7046661   	-23.8604565 267.5725708 10.2110567    0.0584870 -0.0284246 0.0888206
 8.3500000    1.8849392 0.6861507 137.2086334   	-23.9992218 268.1962585 9.9177065    0.0571275 -0.0286957 0.0891048
 8.4000000    1.8849389 0.6861528 137.6978760   	-24.1377220 268.8175659 9.6224585    0.0557705 -0.0289760 0.0893882
 8.4500000    1.8849387 0.6861549 138.1723175   	-24.2759590 269.4365540 9.3253422    0.0544156 -0.0292593 0.0896708
 8.5000000    1.8849385 0.6861571 138.6318665   	-24.4139385 270.0531311 9.0263805    0.0530626 -0.0295408 0.0899529
 8.5500000    1.8849382 0.6861592 139.0764313   	-24.5516720 270.6673279 8.7255964    0.0517111 -0.0298177 0.0902346
 8.6000000    1.8849380 0.6861613 139.5059052   	-24.6890717 271.2777710 8.4230862    0.0503497 -0.0300854 0.0905147
 8.6500000    1.8849377 0.6861634 139.9202271   	-24.8260212 271.8834534 8.1185532    0.0489464 -0.0303366 0.0907894
 8.7000000    1.8849375 0.6861656 140.3192444   	-24.9624290 272.4844055 7.8113308    0.0474910 -0.0305738 0.0910579
 8.7500000    1.8849372 0.6861677 140.7028503   	-25.0982323 273.0806580 7.5008364    0.0459915 -0.0308052 0.0913215
 8.8000000    1.8849369 0.6861699 141.0708313   	-25.2333851 273.6722412 7.1866846    0.0444624 -0.0310380 0.0915820
 8.8500000    1.8849367 0.6861720 141.4230347   	-25.3678837 274.2590942 6.8686833    0.0429184 -0.0312752 0.0918412
 8.9000000    1.8849364 0.6861742 141.7592316   	-25.5017338 274.8412781 6.5468035    0.0413721 -0.0315155 0.0921000
 8.9500000    1.8849362 0.6861764 142.0792694   	-25.6349545 275.4187317 6.2211409    0.0398338 -0.0317552 0.0923590
 9.0000000    1.8849359 0.6861785 142.3393555   	-25.8474903 275.9687500 5.8353481    0.0383114 -0.0319898 0.0926185
 9.0500000    1.8849356 0.6861807 142.6236572   	-25.9800148 276.5366821 5.5028582    0.0370044 -0.0324272 0.0936462
 9.1000000    1.8849354 0.6861829 142.8912506   	-26.1119194 277.0998840 5.1674032    0.0355364 -0.0325992 0.0938986
 9.1500000    1.8849351 0.6861850 143.1420288   	-26.2431240 277.6583862 4.8294020    0.0341015 -0.0327491 0.0941466
 9.2000000    1.8849349 0.6861872 143.3758545   	-26.3735867 278.2121887 4.4892569    0.0326990 -0.0328983 0.0943915
 9.2500000    1.8849346 0.6861894 143.5926361   	-26.5032997 278.7612915 4.1473441    0.0313274 -0.0330553 0.0946347
 9.3000000    1.8849343 0.6861916 143.7922821   	-26.6322556 279.3057251 3.8040111    0.0299842 -0.0332189 0.0948766
 9.3500000    1.8849340 0.6861938 143.9747314   	-26.7604599 279.8454285 3.4595652    0.0286664 -0.0333845 0.0951178
 9.4000000    1.8849338 0.6861960 144.1399536   	-26.8879242 280.3804932 3.1142683    0.0273706 -0.0335470 0.0953584
 9.4500000    1.8849335 0.6861982 144.2878723   	-27.0146637 280.9108887 2.7683346    0.0260929 -0.0337029 0.0955987
 9.5000000    1.8849332 0.6862004 144.4185028   	-27.1406975 281.4366150 2.4219308    0.0248298 -0.0338498 0.0958389
 9.5500000    1.8849330 0.6862026 144.5317993   	-27.2660465 281.9577026 2.0751770    0.0235777 -0.0339865 0.0960793
 9.6000000    1.8849327 0.6862049 144.6277466   	-27.3907337 282.4740906 1.7281522    0.0223336 -0.0341125 0.0963198
 9.6500000    1.8849324 0.6862071 144.7063446   	-27.5147800 282.9858704 1.3809007    0.0210947 -0.0342276 0.0965607
 9.7000000    1.8849321 0.6862093 144.7675781   	-27.6382103 283.4930725 1.0334364    0.0198590 -0.0343322 0.0968018
 9.7500000    1.8849318 0.6862115 144.8114166   	-27.7610531 283.9955444 0.6857508    0.0186246 -0.0344264 0.0970432
 9.8000000    1.8849316 0.6862138 144.8378906   	-27.8833237 284.4934387 0.3378189    0.0173905 -0.0345109 0.0972847
 9.8500000    1.8849313 0.6862160 144.8469391   	-28.0050411 284.9867554 -0.0103946    0.0161559 -0.0345861 0.0975264
 9.9000000    1.8849310 0.6862183 144.8385773   	-28.1261959 285.4752502 -0.3589328    0.0149205 -0.0346549 0.0977680
 9.9500000    1.8849307 0.6862205 144.8127899   	-28.2468052 285.9589539 -0.7078349    0.0136844 -0.0347175 0.0980093
 10.0000000    1.8849304 0.6862228 144.7261047   	-28.4247627 286.4174805 -1.1070787    0.0124478 -0.0347721 0.0982504
 10.0500000    1.8849301 0.6862250 144.6628723   	-28.5447025 286.8918762 -1.4567183    0.0114419 -0.0349667 0.0991572
 10.1000000    1.8849298 0.6862273 144.5821686   	-28.6640873 287.3617554 -1.8067704    0.0102127 -0.0349768 0.0993908
 10.1500000    1.8849295 0.6862295 144.4839478   	-28.7828293 287.8271484 -2.1571717    0.0089897 -0.0349762 0.0996198
 10.2000000    1.8849293 0.6862318 144.3681946   	-28.9008865 288.2880554 -2.5078747    0.0077722 -0.0349819 0.0998456
 10.2500000    1.8849290 0.6862341 144.2349091   	-29.0182362 288.7444763 -2.8588426    0.0065600 -0.0350002 0.1000694
 10.3000000    1.8849287 0.6862363 144.0840607   	-29.1348705 289.1964417 -3.2100410    0.0053528 -0.0350297 0.1002915
 10.3500000    1.8849284 0.6862386 143.9156647   	-29.2507877 289.6439819 -3.5614400    0.0041503 -0.0350659 0.1005125
 10.4000000    1.8849281 0.6862409 143.7296753   	-29.3659916 290.0871277 -3.9130108    0.0029523 -0.0351047 0.1007325
 10.4500000    1.8849278 0.6862432 143.5261078   	-29.4804878 290.5258484 -4.2647271    0.0017588 -0.0351428 0.1009516
 10.5000000    1.8849275 0.6862454 143.3049622   	-29.5942879 290.9602051 -4.6165633    0.0005697 -0.0351781 0.1011699
 10.5500000    1.8849272 0.6862477 143.0662079   	-29.7073975 291.3901978 -4.9684973    -0.0006151 -0.0352091 0.1013875
 10.6000000    1.8849269 0.6862500 142.8098755   	-29.8198280 291.8158264 -5.3205047    -0.0017955 -0.0352352 0.1016043
 10.6500000    1.8849266 0.6862523 142.5359192   	-29.9315891 292.2371521 -5.6725616    -0.0029715 -0.0352562 0.1018203
 10.7000000    1.8849263 0.6862546 142.2443695   	-30.0426826 292.6541748 -6.0246429    -0.0041429 -0.0352717 0.1020355
 10.7500000    1.8849260 0.6862569 141.9352264   	-30.1531086 293.0668640 -6.3767228    -0.0053097 -0.0352821 0.1022496
 10.8000000    1.8849257 0.6862592 141.6084595   	-30.2628765 293.4753113 -6.7287731    -0.0064715 -0.0352875 0.1024627
 10.8500000    1.8849254 0.6862615 141.2640991   	-30.3719864 293.8795166 -7.0807629    -0.0076283 -0.0352881 0.1026747
 10.9000000    1.8849250 0.6862638 140.9021454   	-30.4804382 294.2794800 -7.4326611    -0.0087799 -0.0352843 0.1028854
 10.9500000    1.8849247 0.6862662 140.5225983   	-30.5882225 294.6752014 -7.7844348    -0.0099261 -0.0352762 0.1030948
