 11.0000000    1.8849244 0.6862685 140.0851288   	-30.7370892 295.0600891 -8.1797771    -0.0110666 -0.0352636 0.1033028
 11.0500000    1.8849241 0.6862708 139.6682281   	-30.8437309 295.4471436 -8.5311384    -0.0120098 -0.0353525 0.1040029
 11.1000000    1.8849238 0.6862731 139.2337799   	-30.9496403 295.8299866 -8.8822327    -0.0131325 -0.0353098 0.1042028
 11.1500000    1.8849235 0.6862754 138.7817688   	-31.0547352 296.2085876 -9.2329435    -0.0142449 -0.0352612 0.1043982
 11.2000000    1.8849232 0.6862778 138.3122406   	-31.1589756 296.5830383 -9.5831871    -0.0153482 -0.0352191 0.1045904
 11.2500000    1.8849229 0.6862801 137.8252106   	-31.2623444 296.9533081 -9.9328976    -0.0164436 -0.0351875 0.1047804
 11.3000000    1.8849225 0.6862824 137.3207092   	-31.3648396 297.3194885 -10.2820263    -0.0175321 -0.0351645 0.1049688
 11.3500000    1.8849222 0.6862848 136.7987671   	-31.4664650 297.6815186 -10.6305389    -0.0186145 -0.0351461 0.1051559
 11.4000000    1.8849219 0.6862871 136.2593994   	-31.5672302 298.0394897 -10.9784088    -0.0196916 -0.0351289 0.1053419
 11.4500000    1.8849216 0.6862895 135.7026672   	-31.6671505 298.3934021 -11.3256178    -0.0207638 -0.0351105 0.1055269
 11.5000000    1.8849213 0.6862918 135.1285858   	-31.7662334 298.7433167 -11.6721563    -0.0218314 -0.0350891 0.1057110
 11.5500000    1.8849209 0.6862942 134.5372009   	-31.8644962 299.0892029 -12.0180149    -0.0228946 -0.0350638 0.1058940
 11.6000000    1.8849206 0.6862965 133.9285278   	-31.9619484 299.4311218 -12.3631849    -0.0239535 -0.0350342 0.1060761
 11.6500000    1.8849203 0.6862989 133.3026123   	-32.0586014 299.7690735 -12.7076616    -0.0250079 -0.0350001 0.1062572
 11.7000000    1.8849200 0.6863012 132.6595001   	-32.1544647 300.1030884 -13.0514317    -0.0260577 -0.0349616 0.1064371
 11.7500000    1.8849196 0.6863036 131.9992065   	-32.2495346 300.4331970 -13.3944845    -0.0271026 -0.0349188 0.1066158
 11.8000000    1.8849193 0.6863060 131.3217773   	-32.3438339 300.7594299 -13.7368040    -0.0281424 -0.0348720 0.1067932
 11.8500000    1.8849190 0.6863083 130.6272430   	-32.4373474 301.0817871 -14.0783710    -0.0291767 -0.0348214 0.1069692
 11.9000000    1.8849187 0.6863107 129.9156494   	-32.5300827 301.4002991 -14.4191580    -0.0302052 -0.0347675 0.1071439
 11.9500000    1.8849183 0.6863131 129.1870422   	-32.6220551 301.7150269 -14.7591391    -0.0312277 -0.0347104 0.1073170
 12.0000000    1.8849180 0.6863154 128.4048920   	-32.7428665 302.0245056 -15.1350355    -0.0322438 -0.0346506 0.1074886
 12.0500000    1.8849177 0.6863178 127.6405182   	-32.8334541 302.3316345 -15.4732695    -0.0330558 -0.0346703 0.1081584
 12.1000000    1.8849173 0.6863202 126.8592606   	-32.9232140 302.6350403 -15.8105688    -0.0340527 -0.0345886 0.1083226
 12.1500000    1.8849170 0.6863226 126.0611649   	-33.0120926 302.9347839 -16.1468182    -0.0350383 -0.0345034 0.1084827
 12.2000000    1.8849167 0.6863249 125.2462769   	-33.1000519 303.2308655 -16.4819298    -0.0360138 -0.0344245 0.1086399
 12.2500000    1.8849163 0.6863273 124.4146652   	-33.1870766 303.5233459 -16.8158360    -0.0369804 -0.0343543 0.1087949
 12.3000000    1.8849160 0.6863297 123.5663834   	-33.2731781 303.8122559 -17.1484890    -0.0379390 -0.0342909 0.1089483
 12.3500000    1.8849156 0.6863321 122.7014999   	-33.3583527 304.0975952 -17.4798546    -0.0388904 -0.0342312 0.1091001
 12.4000000    1.8849153 0.6863345 121.8200760   	-33.4426155 304.3794250 -17.8099041    -0.0398350 -0.0341724 0.1092505
 12.4500000    1.8849150 0.6863369 120.9221725   	-33.5259743 304.6577454 -18.1386166    -0.0407734 -0.0341127 0.1093996
 12.5000000    1.8849146 0.6863393 120.0078735   	-33.6084404 304.9326172 -18.4659786    -0.0417058 -0.0340508 0.1095474
 12.5500000    1.8849143 0.6863417 119.0772324   	-33.6900215 305.2040100 -18.7919827    -0.0426324 -0.0339862 0.1096938
 12.6000000    1.8849140 0.6863441 118.1303253   	-33.7707291 305.4719849 -19.1166172    -0.0435533 -0.0339187 0.1098388
 12.6500000    1.8849136 0.6863465 117.1672134   	-33.8505707 305.7365723 -19.4398746    -0.0444682 -0.0338481 0.1099824
 12.7000000    1.8849133 0.6863489 116.1879730   	-33.9295540 305.9978027 -19.7617435    -0.0453770 -0.0337745 0.1101245
 12.7500000    1.8849129 0.6863513 115.1926727   	-34.0076790 306.2557068 -20.0822086    -0.0462796 -0.0336981 0.1102650
 12.8000000    1.8849126 0.6863537 114.1813736   	-34.0849571 306.5103149 -20.4012508    -0.0471755 -0.0336191 0.1104040
 12.8500000    1.8849122 0.6863561 113.1541595   	-34.1613884 306.7616272 -20.7188511    -0.0480646 -0.0335376 0.1105414
 12.9000000    1.8849119 0.6863585 112.1110992   	-34.2369728 307.0096741 -21.0349827    -0.0489465 -0.0334539 0.1106771
 12.9500000    1.8849115 0.6863609 111.0522614   	-34.3117142 307.2545776 -21.3496189    -0.0498210 -0.0333682 0.1108111
 13.0000000    1.8849112 0.6863634 109.9457626   	-34.4066925 307.5013733 -21.6923790    -0.0506878 -0.0332806 0.1109435
 13.0500000    1.8849108 0.6863658 108.8541260   	-34.4798775 307.7398682 -22.0039101    -0.0513847 -0.0332554 0.1115573
 13.1000000    1.8849105 0.6863682 107.7469559   	-34.5521851 307.9752502 -22.3138084    -0.0522293 -0.0331515 0.1116825
 13.1500000    1.8849101 0.6863706 106.6243210   	-34.6235580 308.2073364 -22.6219578    -0.0530610 -0.0330457 0.1118038
 13.2000000    1.8849098 0.6863730 105.4863281   	-34.6939659 308.4363708 -22.9282646    -0.0538809 -0.0329459 0.1119223
 13.2500000    1.8849094 0.6863755 104.3330536   	-34.7634048 308.6626587 -23.2326565    -0.0546905 -0.0328538 0.1120387
 13.3000000    1.8849091 0.6863779 103.1646118   	-34.8318787 308.8858948 -23.5350857    -0.0554905 -0.0327675 0.1121533
 13.3500000    1.8849087 0.6863803 101.9810867   	-34.8993988 309.1060791 -23.8355179    -0.0562819 -0.0326843 0.1122663
 13.4000000    1.8849084 0.6863828 100.7825851   	-34.9659729 309.3233948 -24.1339226    -0.0570651 -0.0326018 0.1123779
 13.4500000    1.8849080 0.6863852 99.5692139   	-35.0316162 309.5377808 -24.4302864    -0.0578406 -0.0325185 0.1124879
 13.5000000    1.8849077 0.6863876 98.3410721   	-35.0963402 309.7493286 -24.7245922    -0.0586084 -0.0324337 0.1125963
 13.5500000    1.8849073 0.6863901 97.0982590   	-35.1601524 309.9579773 -25.0168324    -0.0593687 -0.0323468 0.1127033
 13.6000000    1.8849070 0.6863925 95.8408813   	-35.2230644 310.1638184 -25.3069878    -0.0601213 -0.0322579 0.1128086
 13.6500000    1.8849066 0.6863949 94.5690384   	-35.2850761 310.3669128 -25.5950451    -0.0608660 -0.0321667 0.1129123
 13.7000000    1.8849062 0.6863974 93.2828445   	-35.3462067 310.5672302 -25.8809967    -0.0616025 -0.0320736 0.1130144
 13.7500000    1.8849059 0.6863998 91.9823990   	-35.4064484 310.7648010 -26.1648159    -0.0623307 -0.0319785 0.1131149
 13.8000000    1.8849055 0.6864023 90.6678162   	-35.4658165 310.9596863 -26.4464779    -0.0630500 -0.0318816 0.1132136
 13.8500000    1.8849052 0.6864047 89.3391953   	-35.5243111 311.1518860 -26.7259502    -0.0637603 -0.0317831 0.1133106
 13.9000000    1.8849048 0.6864071 87.9966431   	-35.5819359 311.3414307 -27.0032043    -0.0644610 -0.0316831 0.1134059
 13.9500000    1.8849044 0.6864096 86.6402893   	-35.6386986 311.5283508 -27.2782040    -0.0651520 -0.0315817 0.1134994
 14.0000000    1.8849041 0.6864120 85.2435989   	-35.7105713 311.7257996 -27.5733757    -0.0658330 -0.0314792 0.1135912
 14.0500000    1.8849037 0.6864145 83.8588409   	-35.7657166 311.9075317 -27.8437443    -0.0664330 -0.0314265 0.1141495
 14.1000000    1.8849034 0.6864169 82.4606094   	-35.8199692 312.0867004 -28.1116943    -0.0670863 -0.0313115 0.1142342
 14.1500000    1.8849030 0.6864194 81.0490494   	-35.8732758 312.2633972 -28.3770790    -0.0677234 -0.0311962 0.1143151
 14.2000000    1.8849026 0.6864219 79.6242676   	-35.9256058 312.4376526 -28.6397839    -0.0683456 -0.0310873 0.1143933
 14.2500000    1.8849023 0.6864243 78.1864243   	-35.9769707 312.6095276 -28.8997269    -0.0689543 -0.0309858 0.1144694
 14.3000000    1.8849019 0.6864268 76.7356339   	-36.0273628 312.7789917 -29.1568451    -0.0695506 -0.0308898 0.1145440
 14.3500000    1.8849015 0.6864292 75.2720642   	-36.0768166 312.9461060 -29.4110794    -0.0701351 -0.0307965 0.1146172
 14.4000000    1.8849012 0.6864317 73.7958450   	-36.1253357 313.1109009 -29.6623955    -0.0707083 -0.0307038 0.1146889
 14.4500000    1.8849008 0.6864342 72.3071213   	-36.1729393 313.2734070 -29.9107685    -0.0712707 -0.0306104 0.1147591
 14.5000000    1.8849004 0.6864366 70.8060532   	-36.2196388 313.4336243 -30.1561642    -0.0718222 -0.0305156 0.1148278
 14.5500000    1.8849001 0.6864391 69.2927780   	-36.2654495 313.5915527 -30.3985615    -0.0723627 -0.0304191 0.1148952
 14.6000000    1.8848997 0.6864415 67.7674484   	-36.3103828 313.7472839 -30.6379337    -0.0728920 -0.0303207 0.1149610
 14.6500000    1.8848993 0.6864440 66.2302246   	-36.3544502 313.9008179 -30.8742466    -0.0734097 -0.0302204 0.1150255
 14.7000000    1.8848990 0.6864465 64.6812515   	-36.3976669 314.0521545 -31.1074657    -0.0739155 -0.0301182 0.1150885
 14.7500000    1.8848986 0.6864489 63.1206856   	-36.4400444 314.2013550 -31.3375473    -0.0744087 -0.0300142 0.1151502
 14.8000000    1.8848982 0.6864514 61.5486908   	-36.4815903 314.3484497 -31.5644474    -0.0748890 -0.0299084 0.1152105
 14.8500000    1.8848979 0.6864539 59.9654236   	-36.5223160 314.4934387 -31.7881107    -0.0753558 -0.0298008 0.1152694
 14.9000000    1.8848975 0.6864564 58.3710442   	-36.5622368 314.6363525 -32.0084839    -0.0758085 -0.0296916 0.1153271
 14.9500000    1.8848971 0.6864588 56.7657242   	-36.6013718 314.7772522 -32.2255020    -0.0762464 -0.0295807 0.1153836
 15.0000000    1.8848968 0.6864613 55.1292381   	-36.6537361 314.9389343 -32.4541321    -0.0766691 -0.0294682 0.1154390
 15.0500000    1.8848964 0.6864638 53.5017929   	-36.6914063 315.0758362 -32.6642456    -0.0771769 -0.0293984 0.1159154
 15.1000000    1.8848960 0.6864663 51.8639183   	-36.7282715 315.2107544 -32.8707237    -0.0775587 -0.0292736 0.1159636
 15.1500000    1.8848956 0.6864687 50.2158051   	-36.7642632 315.3437805 -33.0733490    -0.0779162 -0.0291498 0.1160081
 15.2000000    1.8848953 0.6864712 48.5576553   	-36.7993660 315.4749756 -33.2719383    -0.0782506 -0.0290338 0.1160505
 15.2500000    1.8848949 0.6864737 46.8896637   	-36.8335838 315.6043396 -33.4663239    -0.0785629 -0.0289260 0.1160919
 15.3000000    1.8848945 0.6864762 45.2120552   	-36.8669510 315.7318726 -33.6563759    -0.0788542 -0.0288235 0.1161329
 15.3500000    1.8848942 0.6864787 43.5250397   	-36.8995056 315.8576355 -33.8419762    -0.0791248 -0.0287227 0.1161738
 15.4000000    1.8848938 0.6864812 41.8288498   	-36.9312820 315.9816284 -34.0230179    -0.0793751 -0.0286208 0.1162147
 15.4500000    1.8848934 0.6864836 40.1237106   	-36.9623375 316.1038818 -34.1993980    -0.0796049 -0.0285159 0.1162558
 15.5000000    1.8848930 0.6864861 38.4098587   	-36.9927025 316.2244568 -34.3710175    -0.0798135 -0.0284068 0.1162976
 15.5500000    1.8848927 0.6864886 36.6875381   	-37.0224304 316.3433228 -34.5377693    -0.0800003 -0.0282926 0.1163401
 15.6000000    1.8848923 0.6864911 34.9569893   	-37.0515556 316.4605103 -34.6995316    -0.0801640 -0.0281726 0.1163838
 15.6500000    1.8848919 0.6864936 33.2184677   	-37.0801544 316.5760193 -34.8561707    -0.0803033 -0.0280458 0.1164292
 15.7000000    1.8848915 0.6864961 31.4722290   	-37.1082802 316.6899109 -35.0075378    -0.0804164 -0.0279115 0.1164768
 15.7500000    1.8848912 0.6864986 29.7185459   	-37.1360054 316.8021851 -35.1534615    -0.0805015 -0.0277684 0.1165275
 15.8000000    1.8848908 0.6865011 27.9576931   	-37.1634216 316.9128113 -35.2937431    -0.0805562 -0.0276153 0.1165820
 15.8500000    1.8848904 0.6865035 26.1899567   	-37.1906281 317.0219116 -35.4281731    -0.0805777 -0.0274504 0.1166415
 15.9000000    1.8848900 0.6865060 24.4156361   	-37.2177505 317.1293640 -35.5564804    -0.0805628 -0.0272715 0.1167074
 15.9500000    1.8848896 0.6865085 22.6350422   	-37.2449112 317.2352600 -35.6783562    -0.0805077 -0.0270760 0.1167814
 16.0000000    1.8848893 0.6865110 20.8362350   	-37.2881203 317.3740845 -35.7994957    -0.0804078 -0.0268601 0.1168658
 16.0500000    1.8848889 0.6865135 19.0437984   	-37.3160591 317.4769592 -35.9075165    -0.0806525 -0.0266714 0.1170463
 16.1000000    1.8848885 0.6865160 17.2461338   	-37.3445129 317.5782776 -36.0077744    -0.0804235 -0.0263883 0.1171417
 16.1500000    1.8848881 0.6865185 15.4436464   	-37.3734779 317.6780701 -36.0993576    -0.0801059 -0.0260836 0.1172469
 16.2000000    1.8848878 0.6865210 13.6367941   	-37.4032173 317.7764282 -36.1812325    -0.0796857 -0.0257653 0.1173753
 16.2500000    1.8848874 0.6865235 11.8260889   	-37.4343071 317.8732910 -36.2520905    -0.0791496 -0.0254192 0.1175400
 16.3000000    1.8848870 0.6865260 10.0121202   	-37.4676170 317.9686584 -36.3103180    -0.0785281 -0.0250091 0.1177353
 16.3500000    1.8848866 0.6865285 8.1955347   	-37.5034981 318.0626221 -36.3554916    -0.0778931 -0.0245078 0.1179389
 16.4000000    1.8848862 0.6865310 6.3769698   	-37.5417633 318.1550903 -36.3885460    -0.0773020 -0.0239273 0.1181349
 16.4500000    1.8848859 0.6865335 4.5569959   	-37.5819855 318.2460327 -36.4110680    -0.0767821 -0.0233066 0.1183183
 16.5000000    1.8848855 0.6865360 2.7361009   	-37.6237602 318.3353577 -36.4247971    -0.0763391 -0.0226867 0.1184901
 16.5500000    1.8848851 0.6865385 0.9146869   	-37.6667519 318.4230957 -36.4313660    -0.0759683 -0.0220951 0.1186529
 
