 5.0500    1.04303  1.71016
 5.1000    1.03929  1.71375
 5.1500    1.03570  1.71731
 5.2000    1.03214  1.72087
 5.2500    1.02852  1.72448
 5.3000    1.02476  1.72817
 5.3500    1.02078  1.73198
 5.4000    1.01651  1.73591
 5.4500    1.01188  1.73997
 5.5000    1.00687  1.74419
 5.5500    1.00144  1.74856
 5.6000    0.99559  1.75307
 5.6500    0.98932  1.75773
 5.7000    0.98265  1.76252
 5.7500    0.97559  1.76744
 5.8000    0.96817  1.77247
 5.8500    0.96043  1.77762
 5.9000    0.95239  1.78286
 5.9500    0.94409  1.78819
 6.0000    0.93539  1.79324
 6.0500    0.92672  1.79861
 6.1000    0.92049  1.80056
 6.1500    0.92127  1.78779
 6.2000    0.92130  1.77135
 6.2500    0.92045  1.75058
 6.3000    0.91888  1.72610
 6.3500    0.91686  1.69895
 6.4000    0.91461  1.67010
 6.4500    0.91229  1.64031
 6.5000    0.91004  1.61015
 6.5500    0.90795  1.58007
 6.6000    0.90606  1.55041
 6.6500    0.90444  1.52144
 6.7000    0.90312  1.49340
 6.7500    0.90212  1.46646
 6.8000    0.90144  1.44075
 6.8500    0.90111  1.41637
 6.9000    0.90112  1.39336
 6.9500    0.90146  1.37177
 7.0000    0.90204  1.35143
 7.0500    0.90302  1.33252
 7.1000    0.90431  1.31510
 7.1500    0.90590  1.29898
 7.2000    0.90776  1.28401
 7.2500    0.90984  1.27008
 7.3000    0.91211  1.25705
 7.3500    0.91455  1.24475
 7.4000    0.91710  1.23300
 7.4500    0.91974  1.22163
 7.5000    0.92244  1.21047
 7.5500    0.92518  1.19937
 7.6000    0.92792  1.18818
 7.6500    0.93066  1.17680
 7.7000    0.93338  1.16513
 7.7500    0.93607  1.15310
 7.8000    0.93874  1.14067
 7.8500    0.94136  1.12781
 7.9000    0.94396  1.11452
 7.9500    0.94653  1.10079
 8.0000    0.94903  1.08656
 8.0500    0.95158  1.07202
 8.1000    0.95418  1.06334
 8.1500    0.95682  1.06501
 8.2000    0.95950  1.06658
 8.2500    0.96223  1.06809
 8.3000    0.96499  1.06957
 8.3500    0.96780  1.07104
 8.4000    0.97063  1.07253
 8.4500    0.97350  1.07404
 8.5000    0.97639  1.07558
 8.5500    0.97964  1.07749
 8.6000    0.98735  1.08400
 8.6500    0.99459  1.09046
 8.7000    1.00126  1.09684
 8.7500    1.00748  1.10315
 8.8000    1.01341  1.10943
 8.8500    1.01922  1.11571
 8.9000    1.02507  1.12203
 8.9500    1.03105  1.12838
 9.0000    1.03719  1.13471
 9.0500    1.04366  1.14105
 9.1000    1.05048  1.14730
 9.1500    1.05766  1.15341
 9.2000    1.06517  1.15943
 9.2500    1.07297  1.16540
 9.3000    1.08104  1.17133
 9.3500    1.08932  1.17726
 9.4000    1.09776  1.18319
 9.4500    1.10631  1.18914
 9.5000    1.11494  1.19512
 9.5500    1.12360  1.20112
 9.6000    1.13225  1.20716
 9.6500    1.14087  1.21323
 9.7000    1.14943  1.21933
 9.7500    1.15791  1.22547
 9.8000    1.16632  1.23163
 9.8500    1.17464  1.23782
 9.9000    1.18286  1.24402
 9.9500    1.19101  1.25022
 10.0000    1.19902  1.25636
 10.0500    1.20702  1.26248
 10.1000    1.21501  1.26849
 10.1500    1.22299  1.27435
 10.2000    1.23095  1.28012
 10.2500    1.23888  1.28583
 10.3000    1.24679  1.29150
 10.3500    1.25468  1.29715
 10.4000    1.26254  1.30279
 10.4500    1.27036  1.30842
 10.5000    1.27816  1.31405
 10.5500    1.28592  1.31968
 10.6000    1.29365  1.32530
 10.6500    1.30135  1.33091
 10.7000    1.30903  1.33651
 10.7500    1.31667  1.34210
 10.8000    1.32429  1.34766
 10.8500    1.33188  1.35321
 10.9000    1.33945  1.35872
 10.9500    1.34716  1.36422
 11.0000    1.35486  1.36967
 11.0500    1.36257  1.37504
 11.1000    1.37029  1.38028
 11.1500    1.37802  1.38540
 11.2000    1.38575  1.39042
 11.2500    1.39347  1.39539
 11.3000    1.40117  1.40034
 11.3500    1.40885  1.40527
 11.4000    1.41648  1.41020
 11.4500    1.42408  1.41512
 11.5000    1.43163  1.42005
 11.5500    1.43913  1.42497
 11.6000    1.44660  1.42989
 11.6500    1.45402  1.43480
 11.7000    1.46140  1.43970
 11.7500    1.46874  1.44459
 11.8000    1.47604  1.44946
 11.8500    1.48332  1.45431
 11.9000    1.49056  1.45914
 11.9500    1.49778  1.46393
 12.0000    1.50499  1.46872
 12.0500    1.51219  1.47343
 12.1000    1.51939  1.47802
 12.1500    1.52660  1.48250
 12.2000    1.53382  1.48691
 12.2500    1.54103  1.49127
 12.3000    1.54819  1.49564
 12.3500    1.55532  1.50000
 12.4000    1.56242  1.50435
 12.4500    1.56949  1.50869
 12.5000    1.57652  1.51302
 12.5500    1.58351  1.51735
 12.6000    1.59047  1.52167
 12.6500    1.59739  1.52597
 12.7000    1.60427  1.53026
 12.7500    1.61112  1.53454
 12.8000    1.61795  1.53879
 12.8500    1.62474  1.54302
 12.9000    1.63152  1.54724
 12.9500    1.63827  1.55142
 13.0000    1.64505  1.55564
 13.0500    1.65179  1.55974
 13.1000    1.65854  1.56375
 13.1500    1.66531  1.56766
 13.2000    1.67208  1.57151
 13.2500    1.67886  1.57533
 13.3000    1.68562  1.57913
 13.3500    1.69236  1.58292
 13.4000    1.69907  1.58671
 13.4500    1.70575  1.59049
 13.5000    1.71241  1.59426
 13.5500    1.71903  1.59803
 13.6000    1.72562  1.60179
 13.6500    1.73219  1.60553
 13.7000    1.73873  1.60926
 13.7500    1.74525  1.61298
 13.8000    1.75174  1.61668
 13.8500    1.75822  1.62037
 13.9000    1.76469  1.62404
 13.9500    1.77114  1.62768
 14.0000    1.77767  1.63140
 14.0500    1.78413  1.63499
 14.1000    1.79060  1.63847
 14.1500    1.79711  1.64187
 14.2000    1.80364  1.64522
 14.2500    1.81018  1.64854
 14.3000    1.81672  1.65186
 14.3500    1.82324  1.65517
 14.4000    1.82976  1.65849
 14.4500    1.83625  1.66181
 14.5000    1.84272  1.66513
 14.5500    1.84918  1.67126
 14.6000    1.85562  1.69253
 14.6500    1.86204  1.71383
 14.7000    1.86846  1.73522
 14.7500    1.87486  1.75672
 14.8000    1.88126  1.77838
 14.8500    1.88766  1.80022
 14.9000    1.89406  1.82230
 14.9500    1.90047  1.84463
 15.0000    1.90704  1.86742
 15.0500    1.91349  1.89052
 15.1000    1.92000  1.91449
 15.1500    1.92659  1.93940
 15.2000    1.93323  1.96511
 15.2500    1.93991  1.99148
 15.3000    1.94663  2.01838
 15.3500    1.95338  2.04572
 15.4000    1.96015  2.07344
 15.4500    1.96695  2.10151
 15.5000    1.97376  2.12994
 15.5500    1.98061  2.15878
 15.6000    1.98749  2.18808
 15.6500    1.99441  2.21791
 15.7000    2.00139  2.24837
 15.7500    2.00843  2.27958
 15.8000    2.01554  2.31165
 15.8500    2.02275  2.34474
 15.9000    2.03008  2.37902
 15.9500    2.03754  2.41471
 16.0000    2.04541  2.45233
 16.0500    2.05330  2.49187
 16.1000    2.06154  2.53474
 16.1500    2.07025  2.58179
 16.2000    2.07951  2.63376
 16.2500    2.08932  2.69115
 16.3000    2.09939  2.75117
 16.3500    2.10923  2.80829
 16.4000    2.11842  2.85868
 16.4500    2.12678  2.90106
 16.5000    2.13429  2.93573
 16.5500    2.14102  2.96363
 
