  -0.46471  -1.35836   1.08386   0.00579   0.35538   0.09966
  -0.48869  -0.41947   1.06444   0.00154   0.35071   0.02769
  -0.49666  -0.03014   1.03929  -0.00108   0.34429   0.00815
  -0.51533   0.35299   1.09731  -0.00394   0.36143  -0.01123
  -0.51331   0.80723   1.11785  -0.00707   0.36734  -0.04007
  -0.54765   1.98563   1.21829  -0.01101   0.39628  -0.14898
  -0.57916   3.34519   1.32299  -0.01443   0.42401  -0.28866
  -0.61156   4.79178   1.40712  -0.01761   0.44647  -0.43203
  -0.61971   6.37187   1.42509  -0.01811   0.45081  -0.55681
  -0.61279   7.37406   1.39103  -0.01653   0.44436  -0.63243
  -0.46856  -1.41505   1.19388   0.00845   0.38480   0.10322
  -0.51041  -0.42202   1.17186   0.00323   0.37887   0.02767
  -0.52439  -0.01200   1.12907  -0.00015   0.36698   0.00783
  -0.52240   0.35988   1.14159  -0.00281   0.37148  -0.01030
  -0.53675   0.82668   1.18856  -0.00620   0.38668  -0.04006
  -0.59237   2.01317   1.28698  -0.01086   0.41590  -0.15048
  -0.66279   3.42513   1.42360  -0.01585   0.45103  -0.29467
  -0.74841   4.99222   1.55068  -0.02132   0.48338  -0.44515
  -0.79147   6.64216   1.57650  -0.02464   0.48284  -0.57238
  -0.79577   7.76160   1.57924  -0.02517   0.47985  -0.64818
  -0.57271  -1.44824   1.18521   0.00874   0.39954   0.10080
  -0.61917  -0.42420   1.14708   0.00319   0.38534   0.02481
  -0.60699  -0.01661   1.09018  -0.00133   0.36736   0.00668
  -0.61751   0.35218   1.11194  -0.00515   0.37718  -0.00764
  -0.66189   0.82107   1.17847  -0.00904   0.40074  -0.03659
  -0.76539   2.01877   1.29145  -0.01421   0.43586  -0.14560
  -0.87860   3.44824   1.39947  -0.01939   0.46343  -0.28138
  -0.99253   5.09012   1.39494  -0.02227   0.47518  -0.40593
  -1.09299   6.91835   1.48447  -0.02525   0.46721  -0.51606
  -1.19736   8.15699   1.04403  -0.02885   0.51302  -0.55130
  -1.01148  -1.52933   1.12552   0.00414   0.42324   0.09084
