 -0.638343   -2.819352    0.836710   -0.001720    0.380970    0.255270
 -0.650543   -1.491801    0.808210   -0.000700    0.369190    0.129990
 -0.653903   -0.461522    0.760360   -0.002370    0.347660    0.042400
 -0.665703   -0.021556    0.769570   -0.004250    0.351380    0.006680
 -0.671953    0.418757    0.782790   -0.005290    0.357810   -0.029080
 -0.663083    0.886822    0.777070   -0.005820    0.355040   -0.059450
 -0.665813    2.061519    0.782650   -0.004500    0.357930   -0.155470
 -0.647333    3.419146    0.756950    0.000150    0.347870   -0.275030
 -0.599533    4.906433    0.697580    0.005140    0.322140   -0.404970
 -0.553613    6.523801    0.597370    0.013980    0.289970   -0.520360
 -0.622864   -2.766562    0.785560   -0.002280    0.365510    0.247880
 -0.641974   -1.488981    0.786480   -0.001500    0.363070    0.130200
 -0.641774   -0.451692    0.734070   -0.003110    0.341000    0.041340
 -0.649214   -0.015226    0.739000   -0.004960    0.345120    0.005810
 -0.663574    0.426627    0.764490   -0.005960    0.356680   -0.030000
 -0.656334    0.898802    0.762320   -0.006500    0.353450   -0.062230
 -0.659924    2.076709    0.771740   -0.005570    0.354450   -0.158820
 -0.632324    3.405476    0.743200   -0.001910    0.338880   -0.274360
 -0.588744    4.894723    0.700140    0.002510    0.312980   -0.400600
 -0.528814    6.452371    0.562430    0.013510    0.279700   -0.509290
 -0.672216   -3.769155    0.876010   -0.000480    0.393730    0.235210
 -0.714536   -2.245195    0.874470    0.002280    0.390190    0.107840
 -0.743526   -0.768104    0.851260    0.002120    0.380950    0.035080
 -0.756986    0.005043    0.838900    0.001130    0.379750   -0.005260
 -0.759296    0.761928    0.850520    0.000670    0.385100   -0.037720
 -0.757516    1.492621    0.865290    0.000060    0.389140   -0.073280
 -0.750866    2.975444    0.869430    0.001620    0.388400   -0.175200
 -0.741266    4.318775    0.831010    0.005030    0.367460   -0.300200
 -0.719906    5.424030    0.776620    0.008200    0.339610   -0.429400
 -0.688256    6.375761    0.705080    0.012150    0.303400   -0.550730
 -0.717437   -3.914425    0.830330   -0.001590    0.380410    0.226870
 -0.735767   -2.353075    0.850430    0.001210    0.394260    0.106210
 -0.746697   -0.799861    0.842750    0.002850    0.389400    0.033760
 -0.762727    0.017072    0.841970    0.002790    0.385250   -0.007300
 -0.772807    0.792561    0.838040    0.002300    0.387760   -0.032840
 -0.770217    1.558117    0.841780    0.003450    0.384770   -0.064010
 -0.762397    3.141301    0.817600    0.006370    0.375740   -0.162670
 -0.757927    4.569130    0.767490    0.009280    0.348140   -0.293160
 -0.752577    5.710023    0.734860    0.012010    0.322680   -0.424860
 -0.723457    6.681234    0.675630    0.016380    0.293930   -0.538550
 -0.874868   -4.225674    0.766030   -0.003790    0.367390    0.216130
 -0.884278   -2.536796    0.789550   -0.000340    0.375110    0.115410
 -0.898308   -0.856157    0.818120    0.002280    0.386660    0.034080
 -0.901248   -0.003510    0.807350    0.001680    0.380690   -0.003530
 -0.908738    0.828785    0.810760    0.000540    0.382100   -0.035550
 -0.902658    1.646584    0.801970    0.001900    0.378320   -0.075910
