 -0.281854 -2.110932 -0.007714 -0.001005 -0.000027  0.403031
 -0.279307 -1.568459 -0.004858 -0.000674  0.000025  0.352223
 -0.276180 -1.079617 -0.001446 -0.000365  0.000667  0.314463
 -0.270775 -0.631092  0.000329 -0.000173  0.000601  0.285360
 -0.264827 -0.185335  0.002273 -0.000042 -0.000089  0.257550
 -0.255701  0.296709  0.004478  0.000012 -0.000157  0.223301
 -0.244105  0.828222  0.007586  0.000028  0.000833  0.178103
 -0.228913  1.411146  0.008842 -0.000077  0.001201  0.121393
 -0.210559  2.043056  0.011890 -0.000049  0.001926  0.053218
 -0.189364  2.719984  0.015196  0.000365  0.003613 -0.025902
 -0.153181  3.801783  0.013329  0.000966  0.004698 -0.163345
 -0.114489  4.914223  0.016012  0.001186  0.005386 -0.311651
 -0.089346  5.644406  0.018248  0.001004  0.005399 -0.410023
 -0.278202 -2.174083  0.010416 -0.000986  0.011127  0.421351
 -0.278715 -1.606769  0.021378 -0.000664  0.015237  0.364047
 -0.274174 -1.104300  0.025364 -0.000362  0.015993  0.323536
 -0.267569 -0.645865  0.027036 -0.000152  0.015852  0.292112
 -0.260907 -0.187950  0.030972 -0.000019  0.015446  0.261186
 -0.251680  0.309277  0.033527  0.000027  0.015152  0.224021
 -0.236421  0.852579  0.027052  0.000009  0.011309  0.179753
 -0.221657  1.457590  0.028263 -0.000103  0.011512  0.119974
 -0.199566  2.097214  0.012735 -0.000025  0.002755  0.057779
 -0.180343  2.800531  0.016419  0.000312  0.004329 -0.025244
 -0.146363  3.925196  0.015033  0.000736  0.004908 -0.169923
 -0.110874  5.065744  0.014485  0.000772  0.005342 -0.324003
 -0.086200  5.815587  0.009166  0.000829  0.004286 -0.426825
 -0.368200 -2.368967 -0.020988 -0.001006 -0.004184  0.472757
 -0.359907 -1.747727 -0.021665 -0.000731 -0.006537  0.405887
 -0.353606 -1.196469 -0.016471 -0.000319 -0.005947  0.354690
 -0.345285 -0.690124 -0.017921 -0.000156 -0.007809  0.311981
 -0.341085 -0.183336 -0.007715 -0.000038 -0.004050  0.269708
 -0.331723  0.359464 -0.012126  0.000035 -0.007851  0.223982
 -0.324041  0.961016  0.000108 -0.000018 -0.002340  0.168357
 -0.310785  1.623729  0.000005  0.000187 -0.002774  0.100809
 -0.296736  2.341253  0.002636  0.000161 -0.002151  0.021907
 -0.280079  3.112149  0.000280  0.000305 -0.002829 -0.070764
 -0.251696  4.329334 -0.005345  0.000450 -0.002337 -0.224642
 -0.221985  5.603896 -0.012005  0.000471 -0.002425 -0.393276
 -0.200055  6.464943 -0.025139  0.000423 -0.004900 -0.505759
 -0.289798 -2.201999 -1.116178 -0.001368 -0.095508  0.423101
 -0.286989 -1.643521 -1.005564 -0.000951 -0.071801  0.367505
