 -0.261417 -1.477076  0.648903  0.001570  0.295502  0.108134
 -0.264759 -0.942983  0.645136  0.001271  0.293546  0.063499
 -0.267493 -0.450593  0.637441  0.000896  0.290257  0.026125
 -0.268185  0.000354  0.634513  0.000503  0.289369 -0.003334
 -0.266531  0.449240  0.632437  0.000124  0.288722 -0.032297
 -0.262894  0.937948  0.634849 -0.000138  0.290307 -0.068906
 -0.257091  1.477578  0.640976 -0.000501  0.293015 -0.116446
 -0.249989  2.071373  0.653418 -0.001001  0.298062 -0.177241
 -0.240644  2.713699  0.668050 -0.001505  0.303307 -0.250571
 -0.229908  3.403300  0.683091 -0.001766  0.308843 -0.337052
 -0.210707  4.508915  0.701583 -0.001448  0.314543 -0.483559
 -0.188263  5.618232  0.709210 -0.000567  0.315630 -0.633419
 -0.172111  6.347181  0.714161  0.000178  0.312907 -0.729971
 -0.252473 -1.518412  0.700945  0.001510  0.324089  0.113859
 -0.255883 -0.958808  0.691441  0.001260  0.319210  0.062998
 -0.258871 -0.452455  0.684923  0.000920  0.316247  0.023013
 -0.260358  0.008613  0.684730  0.000534  0.316780 -0.009313
 -0.258795  0.466457  0.681504  0.000233  0.315294 -0.040024
 -0.255301  0.968902  0.682328 -0.000058  0.316553 -0.079054
 -0.244245  1.515705  0.674691 -0.000435  0.311888 -0.123427
 -0.238465  2.132059  0.688402 -0.000975  0.317521 -0.187510
 -0.231648  2.802095  0.706407 -0.001530  0.324488 -0.265987
 -0.223693  3.518086  0.724762 -0.001780  0.331220 -0.356929
 -0.207996  4.657450  0.742191 -0.001459  0.336140 -0.509686
 -0.188231  5.796565  0.741297 -0.000323  0.335021 -0.666214
 -0.173260  6.547339  0.738962  0.001004  0.330191 -0.765975
 -0.336068 -1.677252  0.717735  0.002071  0.333695  0.148545
 -0.335934 -1.074166  0.713900  0.001436  0.331185  0.093217
 -0.345391 -0.524626  0.709929  0.001017  0.328763  0.044849
 -0.336688 -0.014267  0.693897  0.000542  0.321290  0.000896
 -0.344869  0.499999  0.694088  0.000181  0.322985 -0.045778
 -0.340975  1.047692  0.690272 -0.000363  0.322406 -0.094506
 -0.333476  1.660489  0.700447 -0.000695  0.328401 -0.156074
 -0.335405  2.318774  0.719335 -0.001254  0.336556 -0.220352
 -0.325948  3.046407  0.733599 -0.002094  0.341337 -0.304422
 -0.325233  3.817096  0.749852 -0.002340  0.348655 -0.397253
 -0.317490  5.061686  0.766196 -0.002463  0.352412 -0.561334
 -0.301846  6.350387  0.770265 -0.001927  0.351506 -0.734896
 -0.291417  7.209521  0.772977 -0.001569  0.350902 -0.850604
 -0.269361 -1.568143 -0.459560  0.001206  0.200020  0.128204
 -0.272441 -1.018045 -0.355570  0.000994  0.221720  0.078781
 -0.272479 -0.490713 -0.292278  0.000678  0.233290  0.032696
 -0.266763  0.008634 -0.283868  0.000521  0.232745 -0.005050
 -0.265406  0.517713 -0.312190  0.000281  0.227895 -0.047311
 -0.258849  1.035399 -0.391682  0.000052  0.209484 -0.089635
 -0.249223  1.585529 -0.498325 -0.000044  0.185520 -0.139623
 -0.240948  2.170781 -0.613677  0.000046  0.160251 -0.197221
 -0.235455  2.821575 -0.716894  0.000339  0.141824 -0.277656
 -0.225026  3.493110 -0.817613  0.000173  0.118982 -0.361005
 -0.206805  4.558777 -0.946104 -0.000103  0.085426 -0.502513
 -0.185439  5.667550 -1.061293 -0.000038  0.050777 -0.651616
 -0.169667  6.386705 -1.120150 -0.000594  0.030081 -0.746121
 -0.266384 -1.584308 -0.431008  0.001209  0.215149  0.137087
 -0.271627 -1.025874 -0.332004  0.001117  0.234316  0.083554
